,class,lines,direction,text,signs,complete,alignment,sign height,images
1,2L,2,R/L,]000-000-741-000/740-231-235-741-060-920+,10,N,Linear,Unequal,
1,2L,2,R/L,+455-257-000/595-810-705-455+,7,N,Partly linear,Indefinable,
1,UC,1,,]460+,1,?,Indefinable,Indefinable,
1,??,1,R/L,+143-096+,2,Y,Linear,Equal,
1,UC,1,R/L,+740-500-000+,3,N,Linear,Equal,
1,SS,1,R/L,+740-176+,2,Y,Linear,Equal,
1,UC,1,,]067+,1,?,Indefinable,Indefinable,
1,SC,1,R/L,+435-001-003+,3,Y,Linear,Equal,
1,UC,1,,+098+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+740-048-232+,3,Y,Linear,Equal,
1,PN,1,R/L,+390-017+,2,Y,Strong linear,Equal,
3,UC,1,R/L,+740-255-704-176+,4,Y,Strong linear,Equal,
1,SS,1,R/L,+035-171-142+,3,Y,Linear,Unequal,
3,2L,2,R/L,+790/740-100-415-740-257-840+,7,Y,Linear,Unequal,
1,SC,1,R/L,+595-420-706-140+,4,Y,Strong linear,Equal,
3,UC,1,,+706+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+269-315-255[,3,?,Strong linear,Equal,
1,UC,1,,+790+,1,Y,Indefinable,Indefinable,
3,??,1,,+000+,1,N,Indefinable,Indefinable,
5,??,1,,]000-550+,2,N,Indefinable,Indefinable,
1,SP,1,R/L,+520-220-034+,3,Y,Linear,Equal,
3,PP,1,R/L,+740-690-435-255-002-861+,6,Y,Linear,Equal,
1,PP,1,R/L,+090-740-100-320-001-300-632+,7,Y,Linear,Adapted,
1,SS,1,R/L,+151-416+,2,Y,Partly linear,Equal,
1,SS,1,R/L,+400-090-740-032-840+,5,Y,Linear,Adapted,
3,SC,1,R/L,+401-390-016-853+,4,Y,Strong linear,Adapted,
1,SS,1,R/L,+740-900-005-877+,4,Y,Linear,Unequal,
1,LP,1,R/L,+520-033-705-235-233-002-817+,7,Y,Linear,Equal,
1,UC,1,R/L,+001-368-351+,3,Y,Linear,Equal,
1,PP,1,L/R,+740-000-240+,3,N,Linear,Unequal,
1,SS,1,L/R,+156-003+,2,Y,Linear,Indefinable,
1,??,1,,+000+,1,N,Indefinable,Indefinable,
3,UC,1,R/L,+000-740+,2,N,Linear,Indefinable,
5,SS,1,R/L,+402-741-575+,3,Y,Linear,Unequal,
7,UC,1,,+820+,1,Y,Indefinable,Indefinable,
9,UC,1,R/L,+033-700-850-002+,4,Y,Linear,Unequal,
1,SS,1,R/L,+156-031+,2,Y,,,
3,SS,1,L/R,+156-031+,2,Y,,,
1,AN,1,,]091[,1,?,Indefinable,Indefinable,
1,UC,1,,+740+,1,Y,Indefinable,Indefinable,
1,MS,1,R/L,+407-004-001-745-561-586+,6,Y,Linear,Equal,
1,UC,1,R/L,+000-740-000-520-480-002-570+,7,N,Linear,Equal,
1,PP,1,R/L,+740-100-456-001-820+,5,Y,Linear,Equal,
1,PP,1,R/L,+740-055-240-220-032-806+,6,Y,Linear,Equal,
1,PP,1,R/L,+740-483-233-235-055+,5,Y,Linear,Equal,
1,PP,1,R/L,+416-001-740-720-175-002-861+,7,Y,Linear,Equal,
1,PP,1,R/L,+740-455-176-002-817+,5,Y,Linear,Equal,
1,PP,1,R/L,+520-033-706-240-235+,5,Y,Linear,Equal,
1,SS,1,R/L,+154-388-717-706+,4,Y,Linear,Equal,
1,LC,1,R/L,+400-456-503-337-484-920-140+,7,Y,Linear,Equal,
1,LC,1,R/L,+520-070-921-742-615-920+,6,Y,Linear,Equal,
1,PP,1,R/L,+740-055-002-861-603+,5,Y,Linear,Equal,
1,SC,1,R/L,+130-032-905+,3,Y,Linear,Equal,
1,PP,1,R/L,+740-752-440-220-032-798+,6,Y,Linear,Equal,
1,MS,1,R/L,+159-243-001-740-325+,5,Y,Linear,Equal,
1,SS,1,L/R,+032-905+,2,Y,Linear,Equal,
1,UC,1,R/L,+400-271-000+,3,N,Linear,Equal,
1,UC,1,R/L,]000-803-742-060-920+,5,N,Linear,Equal,
1,UC,1,R/L,]000-137-060-165-763+,5,N,Linear,Equal,
1,??,1,,+595-000[,2,N,Linear,Equal,
1,LP,1,R/L,+416-001-520-240-806-002-502-031+,8,Y,Linear,Equal,
1,UC,1,R/L,]000-190-140-840+,4,N,Linear,Equal,
1,UC,1,R/L,]000-233-231-001-820+,5,N,Linear,Equal,
1,UC,1,R/L,]000-900-003-806-231-235[,6,N,Linear,Equal,
1,UC,1,R/L,+090-740-900-100[,4,?,Strong linear,Equal,
1,UC,1,R/L,]000-100-001-703-920-602+,6,N,Linear,Equal,
1,SC,1,R/L,+595-820-706+,3,Y,Linear,Equal,
1,UC,1,R/L,+740-222[,2,?,Linear,Equal,
1,UC,1,R/L,]904-745-001-360+,4,?,Linear,Equal,
1,UC,1,R/L,+000-064-845-527-555-000[,6,N,Linear,Equal,
1,UC,1,R/L,+740-176-220[,3,?,Linear,Equal,
1,UC,1,R/L,+407-845-220-415-798-000[,6,N,Linear,Equal,
1,??,1,,+407-370[,2,?,Linear,Equal,
1,UC,1,R/L,]806-002-824+,3,?,Linear,Equal,
1,UC,1,R/L,]740-100-000[,3,N,Linear,Equal,
1,LP,1,R/L,+527-550-033-705-233-002-817+,7,Y,Linear,Equal,
1,UC,1,R/L,+617-142-001-747-000[,5,N,Linear,Unequal,
1,UC,1,R/L,+740-407-590-000[,4,N,Linear,Equal,
1,UC,1,R/L,]000-877-032-000[,4,N,Linear,Equal,
1,UC,1,R/L,]000-231-798[,3,N,Linear,Equal,
1,UC,1,R/L,+740-405-590-745[,4,?,Linear,Equal,
1,SS,1,R/L,+400-159-877+,3,Y,Linear,Equal,
1,SP,1,R/L,+740-405-590-806-002-820+,6,Y,Linear,Equal,
1,SS,1,R/L,+740-460-503+,3,Y,Linear,Equal,
1,MS,1,R/L,+740-032-055-001-407-004+,6,Y,Linear,Equal,
1,SC,1,,+032-820-877+,3,Y,Linear,Equal,
1,MS,1,R/L,+407-004-001-740-407-590-235+,7,Y,Linear,Equal,
1,PP,1,R/L,+520-400-354-002-817+,5,Y,Linear,Equal,
1,PP,1,R/L,+400-740-220+,3,Y,Linear,Equal,
1,UC,1,,+946+,1,Y,Indefinable,Indefinable,
1,MS,1,R/L,+407-016-001-740-923+,5,Y,Linear,Equal,
1,UC,1,R/L,+617-142-240+,3,Y,Linear,Equal,
1,LC,1,R/L,+127-381-292-590-032-901-620+,7,Y,Linear,Equal,
1,SS,1,R/L,+154-384+,2,Y,Linear,Equal,
1,PP,1,R/L,+740-460-503-002-880+,5,Y,Linear,Equal,
1,UC,1,R/L,]798-806-002-904-346+,5,?,Linear,Equal,
1,PP,1,R/L,+527-555-231-240-798+,5,Y,Linear,Equal,
1,UC,1,R/L,+740-388[,2,?,Linear,Equal,
1,SC,1,R/L,+423-003-491+,3,Y,Linear,Equal,
1,PP,1,R/L,+740-798-405-590-033-706-806+,7,Y,Linear,Equal,
1,UC,1,R/L,+155-806-000[,3,N,Linear,Equal,
1,UC,1,R/L,+407-063-444-388-231-000[,6,N,Linear,Equal,
1,UC,1,R/L,+740-585[,2,?,Linear,Equal,
1,UC,1,R/L,]740-335[,2,?,Linear,Equal,
1,PP,1,R/L,+740-388-807-033-705-233[,6,?,Linear,Equal,
1,MS,1,R/L,]617-142-001-220-455-820+,6,?,Linear,Equal,
1,UC,1,R/L,+407-845-220[,3,?,Linear,Equal,
1,UC,1,,]000-590-233+,3,N,Linear,Equal,
1,UC,1,R/L,+400-032-000-140+,4,N,Linear,Equal,
1,UC,1,R/L,]000-798-746-924+,4,N,Linear,Equal,
1,UC,1,R/L,+154-806-468-001-000[,5,N,Linear,Equal,
1,UC,1,R/L,+617-142[,2,?,Linear,Equal,
1,UC,1,R/L,]000-747-590-348+,4,N,Linear,Equal,
1,UC,1,R/L,+407-063-740[,3,?,Linear,Equal,
1,UC,1,R/L,+154-388-717-000[,4,N,Linear,Equal,
1,UC,1,R/L,+405-017-001-000[,4,N,Linear,Equal,
1,UC,1,R/L,+354-001-740-690-435-255-000[,7,N,Linear,Equal,
1,SC,1,R/L,+016-002-504-342-632+,5,Y,Linear,Equal,
1,SC,1,R/L,+740-680-090-585-017+,5,Y,Linear,Equal,
1,SP,1,R/L,+740-390-590-235-002-861+,6,Y,,,
1,PP,1,R/L,+740-407-220[,3,?,Linear,Equal,
1,LP,1,R/L,+740-861-032-233-803-002-820+,7,Y,Linear,Equal,
1,LC,1,R/L,+406-371-220-415-803-742-920-320+,8,Y,Linear,Equal,
1,PP,1,R/L,+527-555-235+,3,Y,Linear,Equal,
1,PP,1,R/L,+740-460-503-745[,4,?,Linear,Equal,
1,UC,1,R/L,]000-002-820+,3,N,Linear,Equal,
1,UC,1,R/L,]000-727-033-705-838+,5,N,Linear,Equal,
1,UC,1,R/L,]368-817-550+,3,?,,,
1,UC,1,R/L,+032-002-900-285+,4,Y,Linear,Equal,
1,PP,1,R/L,+520-033-705+,3,Y,,,
1,UC,1,R/L,]000-017-741-060-920+,5,N,Linear,Equal,
1,UC,1,R/L,+740-717-000[,3,N,,,
1,PP,1,L/R,+390-070-220-032[,4,?,Linear,Equal,
1,UC,1,R/L,+000-615-503[,3,N,,,
1,PP,1,R/L,+405-003-060-820+,4,Y,Linear,Unequal,
3,UC,1,R/L,+740-923-033-705-000[,5,N,Linear,Unequal,
1,SS,1,L/R,+390-016+,2,Y,Linear,Equal,
1,SS,1,R/L,+740-483-803-626-061+,5,Y,Linear,Equal,
1,UC,1,,+861-362+,2,Y,Linear,Equal,
1,SS,1,R/L,+740-900-005+,3,Y,Linear,Equal,
1,UC,1,R/L,]000-055-592-140-832-002-060-820[,8,N,Circular,Unequal,
1,AN,1,,+091[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+527-550-002-370+,4,Y,,,
1,SS,1,R/L,+154-101+,2,Y,Linear,Equal,
1,UC,1,R/L,+000-700-033-000+,4,N,,,
1,SC,1,R/L,+790-032-033-705+,4,Y,,,
1,??,1,,+000-740+,2,N,,,
1,SS,1,R/L,+740-540-920+,3,Y,,,
1,UC,1,R/L,+151-031-000-000+,4,N,,,
1,PP,1,R/L,+527-550-002-370+,4,Y,,,
1,SS,1,R/L,+740-792+,2,Y,,,
1,PP,1,R/L,+740-575-017-031-741-060-920+,7,Y,,,
1,LC,1,R/L,+904-004-821-001-480-850-595-391+,8,Y,,,
1,SP,1,R/L,+740-760-032-002-817+,5,Y,,,
3,SP,1,R/L,+740-760-032-002-817[,5,?,,,
5,SP,1,R/L,+740-760-032-002-817+,5,Y,,,
7,??,1,R/L,]000-000[,2,N,,,
1,LP,1,R/L,]000-000-335-235-002-031-480[,7,N,,,
1,SS,1,R/L,+156-003+,2,Y,,,
1,SS,1,R/L,+400-525-550+,3,Y,,,
1,UC,1,R/L,+000-000-000-798-002-817-032-320+,8,N,,,
1,UC,1,R/L,+000-003-000-817+,4,N,,,
1,??,1,,+740-000+,2,N,,,
1,SS,1,R/L,+520-033-705-803-853+,5,Y,,,
1,??,1,,+167-705-000-360+,4,N,,,
3,UC,1,,+167-705+,2,Y,,,
1,??,1,R/L,+167-704+,2,Y,,,
3,??,1,R/L,+167-704+,2,Y,,,
1,??,1,R/L,+705-700-000+,3,N,,,
3,??,1,R/L,+000-382+,2,N,,,
5,??,1,R/L,+871-000-740-368-002+,5,N,,,
1,??,1,,+400-000[,2,N,Indefinable,Indefinable,
1,UC,1,R/L,+000-388-400-740-000-617+,6,N,,,
1,UC,1,R/L,+740-176[,2,?,,,
1,??,1,,+740-000[,2,N,Indefinable,Indefinable,
1,SS,1,R/L,+740-760-335-803+,4,Y,,,
1,SS,1,R/L,+400-740-033-503+,4,Y,,,
1,SS,1,R/L,+740-630+,2,Y,,,
1,SS,1,R/L,+740-630+,2,Y,,,
1,SS,1,R/L,+740-630+,2,Y,,,
1,SS,1,R/L,+740-630+,2,Y,,,
1,SS,1,R/L,]740-630+,2,?,Linear,Equal,
1,PP,1,R/L,+090-740-240-235-590-645-104+,7,Y,,,
1,PP,1,R/L,+090-740-240-235-590-645-104+,7,Y,,,
1,UC,1,R/L,+176-103+,2,Y,Linear,Unequal,
3,UC,1,R/L,+740-100-415-240+,4,Y,Linear,Unequal,
1,UC,1,,+540+,1,Y,Indefinable,Indefinable,
3,UC,1,R/L,+400-158-806-467+,4,Y,Linear,Equal,
1,UC,1,R/L,]838-002-817+,3,?,,,
1,UC,1,,+000-000-002[,3,N,,,
1,SC,1,R/L,+875-700-384-125+,4,Y,,,
3,PP,1,R/L,+740-482-803-745-450-575+,6,Y,,,
1,SC,1,R/L,+400-097-700-004+,4,Y,,,
1,LP,1,R/L,+740-760-033-033-220-415-798-002-861+,9,Y,,,
1,LC,1,R/L,+001-484-140-002-220-627-615-906-388+,9,Y,,,
1,MS,1,R/L,+090-740-792-740-220-003-803+,7,Y,,,
1,UC,1,R/L,+740-384+,2,Y,,,
3,UC,1,R/L,+740-384+,2,Y,,,
5,UC,1,R/L,+740-384+,2,Y,,,
1,UC,1,,+000-000-382-000+,4,N,,,
1,UC,1,,+226+,1,Y,Indefinable,Indefinable,
1,UC,1,,]495+,1,?,Indefinable,Indefinable,
1,UC,1,,]550[,1,?,Indefinable,Indefinable,
1,PP,1,R/L,+400-740-923-226-032+,5,Y,Linear,Equal,
1,PP,1,R/L,+740-220-003+,3,Y,,,
1,UC,1,,]000-220-002+,3,N,,,
1,PP,1,R/L,+740-220-003+,3,Y,,,
1,PP,1,R/L,+740-220-003+,3,Y,,,
1,PP,1,R/L,+740-220-003+,3,Y,,Unequal,
1,UC,1,R/L,+690-323+,2,Y,,,
3,UC,1,R/L,+740-690-060-550+,4,Y,,,
1,SP,1,R/L,+740-690-060-550+,4,Y,,,
3,??,1,R/L,+690-323+,2,Y,,,
1,PP,1,R/L,+740-176-233-831+,4,Y,,,
1,PP,1,R/L,+740-176-233-806+,4,Y,,,
1,PP,1,R/L,+740-220-233-000+,4,N,,,
1,UC,1,R/L,+740-407-590+,3,Y,,,
3,UC,1,R/L,+740-176-231-806+,4,Y,,,
1,UC,1,R/L,+740-384-000-000+,4,N,,,
1,UC,1,R/L,+740-000-000+,3,N,,,
1,PP,1,R/L,+407-845-220-415+,4,Y,,,
1,SS,1,R/L,+407-845-220-415+,4,Y,,,
3,PP,1,R/L,+790-740-100-405-590+,5,Y,,,
1,UC,1,R/L,+407-004-001-617-142+,5,Y,,,
3,UC,1,R/L,+165-900-790+,3,Y,,,
1,UC,1,R/L,+740-798-233+,3,Y,,,
3,??,1,R/L,+165-900-000+,3,N,,,
1,NU,1,,+035+,1,Y,Indefinable,Indefinable,
3,UC,1,R/L,+740-773+,2,Y,,,
1,MS,1,R/L,+617-142-001-595-095-717-747+,7,Y,,,
1,SC,1,R/L,]001-595-142-717-747+,5,?,,,
1,UC,1,R/L,+000-740-690-435-255+,5,N,,,
1,PP,1,R/L,+424-003-001-900-740-690-435-255+,8,Y,,,
1,MS,1,R/L,+422-003-900-740-690-435-255+,7,Y,,,
1,UC,1,R/L,+000-900-740-690-000+,5,N,,,
1,UC,1,,+000-003-000+,3,N,,,
1,MS,1,R/L,+422-003-900-740-690-435-255+,7,Y,,,
1,MS,1,R/L,+422-003-900-740-690-435-255+,7,Y,,,
1,MS,1,R/L,+740-923-033-706+,4,Y,,,
1,MS,1,R/L,+740-923-033-706+,4,Y,,,
1,MS,1,R/L,+740-923-033-706+,4,Y,,,
1,MS,1,R/L,+740-923-033-706+,4,Y,,,
1,MS,1,R/L,+740-923-033-706+,4,Y,,,
1,MS,1,R/L,+740-923-033-706+,4,Y,,,
1,LC,1,R/L,+407-321-407-845-033-705-235+,7,Y,,,
1,LC,1,R/L,+407-321-407-845-033-705-235+,7,Y,,,
1,LC,1,R/L,+407-321-407-845-033-705-235+,7,Y,,,
1,LC,1,R/L,+407-321-407-845-033-705-235+,7,Y,,,
1,MS,1,R/L,+740-100-176-422-003+,5,Y,,,
1,UC,1,R/L,+790-740-000-176-000-003+,6,N,,,
1,MS,1,R/L,+740-100-176-422-003+,5,Y,,,
1,SS,1,R/L,+740-752-615-503+,4,Y,,,
1,SS,1,R/L,+740-752-615-503+,4,Y,,,
1,SS,1,R/L,+740-752-615-503+,4,Y,,,
1,SS,1,R/L,+740-752-615-503+,4,Y,Partly linear,Unequal,
1,SS,1,R/L,+740-752-615-503+,4,Y,Partly linear,Unequal,
1,SS,1,R/L,+740-752-615-503+,4,Y,,,
1,SS,1,R/L,+740-752-615-503+,4,Y,,,
1,SS,1,R/L,+740-752-615-503+,4,Y,,,
1,SS,1,R/L,+740-752-615-503+,4,Y,,,
1,LC,1,R/L,+740-400-061-299-350-125-176+,7,Y,,,
1,PP,1,R/L,+407-061-845-240-798+,5,Y,,,
1,PP,1,R/L,+407-061-845-240-798+,5,Y,,,
1,PP,1,R/L,+407-061-845-240-798+,5,Y,,,
1,PP,1,R/L,+740-222-220-235+,4,Y,,,
1,PP,1,R/L,+740-222-233-235+,4,Y,,,
1,PP,1,R/L,+740-222-233-235+,4,Y,,,
1,PP,1,R/L,+407-585-033-705-233-235-806+,7,Y,,,
1,PP,1,R/L,+407-585-033-705-233-235-806+,7,Y,,,
1,SS,1,R/L,+617-142-597-032-905+,5,Y,,,
1,SS,1,R/L,+617-142-597-032-904+,5,Y,,,
1,SS,1,R/L,+617-142-597-032-905+,5,Y,,,
1,SS,1,R/L,+617-142-597-032-905+,5,Y,,,
1,PP,1,R/L,+407-004-002-365-460-495+,6,Y,,,
3,SS,1,R/L,+617-142-597-032-905+,5,Y,,,
1,SS,1,R/L,+740-388-585-017+,4,Y,,,
1,PP,1,R/L,+740-900-850-407-061-845-806+,7,Y,,,
1,PP,1,R/L,+740-900-850-407-061-845-806+,7,Y,,,
1,PP,1,R/L,+740-900-850-407-061-845-806+,7,Y,,,
1,LC,1,R/L,+407-321-407-845-033-705-235+,7,Y,,,
3,UC,1,,+753+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+740-690-435-255-231+,5,Y,,,
3,SC,1,R/L,+749-479+,2,Y,,,
1,UC,1,R/L,]255-231[,2,?,,,
3,UC,1,,]749[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+740-384-233-806+,4,Y,,,
3,UC,1,,+749+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+407-032-520-095-585-017-231+,7,Y,,,
3,UC,1,,+777+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+407-032-520-095-585-017-231+,7,Y,,,
3,UC,1,,+777+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+407-032-520-095-585-017-231+,7,Y,,,
3,UC,1,,+777+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+407-032-520-095-585-017-231+,7,Y,,,
3,UC,1,,+777+,1,Y,Indefinable,Indefinable,
1,UC,1,,]231+,1,?,Indefinable,Indefinable,
1,UC,1,,+782+,1,Y,Indefinable,Indefinable,
3,PP,1,R/L,+740-900-850-407-061-845-806+,7,Y,,,
1,UC,1,,+957+,1,Y,Indefinable,Indefinable,
3,MS,1,R/L,+740-100-904-033-705-231-798+,7,Y,,,
1,UC,1,R/L,+032-904+,2,Y,,,
1,UC,1,R/L,]000-061-032-000-031-530-742[,7,N,,,
1,PP,1,R/L,+241-220-235-803+,4,Y,,,
1,PP,1,R/L,+740-031-226+,3,Y,,,
1,UC,1,R/L,+740-000-104+,3,N,,,
1,UC,1,,+699+,1,Y,Indefinable,Indefinable,
1,UC,1,,]035-033-005+,3,?,,,
1,UC,1,,]031-000-031[,3,N,,,
1,??,1,,]000-033+,2,N,,,
1,NU,1,,+034+,1,Y,Indefinable,Indefinable,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NV,1,,+031-700+,2,Y,,,
1,UC,1,,+740+,1,Y,Indefinable,Indefinable,
1,SS,1,R/L,+740-390-590[,3,?,,,
1,SC,1,,+090-033-615+,3,Y,,,
1,2L,2,R/L,+740-900-003/741-002+,5,Y,,,
1,SS,1,R/L,+740-920-320+,3,Y,,Unequal,
1,PP,1,R/L,+520-515-240[,3,?,,,
1,UC,1,L/R,]390-003-000-000[,4,N,,,
1,SS,1,R/L,+617-142[,2,?,,Unequal,
1,UC,1,,+136+,1,Y,Indefinable,Indefinable,
1,SS,1,L/R,+151-033+,2,Y,,,
3,SS,1,L/R,+151-033+,2,Y,,,
1,UC,1,,]794[,1,?,Indefinable,Indefinable,
1,SC,1,,+920-130-511+,3,Y,,,
1,SC,1,R/L,+705-032-595-090-175+,5,Y,,,
1,SC,1,,+790-743-140+,3,Y,,,
1,SC,1,,+002-790-290-741+,4,Y,,,
1,SC,1,,+440-220-413+,3,Y,,,
1,SC,1,,+064-706-500+,3,Y,,,
1,UC,1,,]000-840-264+,3,N,,,
1,UC,1,,+405-631+,2,Y,,,
1,UC,1,,+405-631+,2,Y,,,
1,UC,1,,+250-892+,2,Y,,,
1,SC,1,,+920-130-511+,3,Y,,,
3,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,UC,1,,+820+,1,Y,Indefinable,Indefinable,
1,UC,1,,+405+,1,Y,Indefinable,Indefinable,
1,UC,1,,+840+,1,Y,Indefinable,Indefinable,
1,2L,2,,+840/790+,2,Y,,,
1,UC,1,,+790+,1,Y,Indefinable,Indefinable,
1,UC,1,,+850+,1,Y,Indefinable,Indefinable,
1,UC,1,,+740+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+400-740-760-032-033-000-550+,7,N,,,
1,PP,1,R/L,+400-740-585-838-240+,5,Y,,,
1,UC,1,R/L,+031-645-645-031+,4,Y,,,
1,SS,1,R/L,+740-100-031+,3,Y,,,
1,UC,1,R/L,+165-900+,2,Y,,,
3,??,1,R/L,+000-016-002-861+,4,N,,,
1,SS,1,R/L,+740-416+,2,Y,Strong linear,Equal,
1,SC,1,,+390-370+,2,Y,,,
3,SC,1,,+390-370+,2,Y,,,
1,LP,1,R/L,+520-075-235-220-032-060-000[,7,N,Linear,Equal,
1,SS,1,R/L,+740-760-017-503+,4,Y,Linear,Unequal,
1,UC,1,,+517-032-000[,3,N,,,
1,??,1,,]000-390[,2,N,,,
1,UC,1,,]000-741-000[,3,N,,,
1,UC,1,,+907-161+,2,Y,,Unequal,
1,SP,1,R/L,+090-740-220-016-002-820+,6,Y,Partly linear,Unequal,
1,SP,1,R/L,+520-240-060-922+,4,Y,Linear,Unequal,
1,PP,1,R/L,+390-003-002-820+,4,Y,Linear,Unequal,
1,SS,1,R/L,+740-033-495+,3,Y,Linear,Equal,
1,2L,2,BUS,+605-740-142-067/002-374-310-350-495-834+,10,Y,Partly linear,Unequal,
1,LC,1,BUS,+817-220-632-066-740-760-026-060-257+,9,Y,Stacked linear,Unequal,
1,SC,1,R/L,+400-798-255+,3,Y,Linear,Unequal,
1,??,1,R/L,+151-000+,2,N,Linear,Indefinable,
1,UC,1,R/L,]220-416-220-415-741-000[,6,N,Linear,Equal,
1,PP,1,R/L,+740-176-741-440-405[,5,?,Linear,Adapted,
1,SC,1,L/R,+160-090-055-060-190+,5,Y,Unordered,Unequal,
1,UC,1,R/L,+740-029-220-000+,4,N,,,
1,SS,1,R/L,+405-004+,2,Y,,,
1,UC,1,R/L,]740-892-517+,3,?,,,
1,UC,1,R/L,+527-554-000-000-060-892-705+,7,N,Linear,Equal,
1,SC,1,R/L,+130-032-820+,3,Y,,,
3,SC,1,R/L,+130-032-820+,3,Y,,,
1,PP,1,R/L,+740-760-335-741-060-920+,6,Y,Linear,Adapted,
1,UC,1,R/L,]134-590-920-000[,4,N,Partly linear,Unequal,
1,UC,1,R/L,+000-590-220-033+,4,N,,,
1,SS,1,R/L,+740-585-017+,3,Y,,,
3,??,1,R/L,+302-460-000[,3,N,,,
5,PP,1,R/L,+740-877-032-235+,4,Y,,,
1,SS,1,L/R,+400-226-415+,3,Y,Linear,Unequal,
1,PN,1,R/L,+426-003+,2,Y,Linear,Indefinable,
1,PP,1,R/L,+390-004-002-390-125-820+,6,Y,Linear,Adapted,
1,SC,1,R/L,+740-060-390-803-740+,5,Y,Indefinable,Indefinable,
1,UC,1,,]820+,1,?,Indefinable,Indefinable,
1,UC,1,,]820[,1,?,Indefinable,Indefinable,
1,UC,1,,]000-741[,2,N,,,
1,UC,1,,]741+,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+700-604-407-090-365-000+,6,N,Partly linear,Unequal,
1,LC,1,R/L,+416-150-002-055-031-319-001-924+,8,Y,Partly linear,Equal,
1,UC,1,,+235+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+390-004-002-705-127+,5,Y,,,
