,class,lines,direction,text,signs,complete,alignment,sign height,images
1,UC,1,,+220-000-740-550-705+,5,N,,,
1,UC,1,R/L,+740-050-705+,3,Y,,,
1,UC,1,,+000-000-492[,3,N,,,
1,SC,1,,+031-705-167+,3,Y,,,
1,SS,1,R/L,+740-405+,2,Y,,,
1,SS,1,L/R,+740-386+,2,Y,Linear,Equal,
1,UC,1,,+679+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+892-700+,2,Y,Linear,Equal,
1,PP,1,R/L,+390-003-002-817+,4,Y,Linear,Equal,
1,UC,1,R/L,+000-100-240-220-032-002-861+,7,N,Linear,Equal,
1,UC,1,R/L,]000-220-838-033-705-240+,6,N,Strong linear,Equal,
1,LC,1,R/L,+842-032-031-592-031-060-920+,7,Y,Linear,Unequal,
1,PP,1,R/L,+740-482-235+,3,Y,Squeezed,Increasing,
1,SP,1,R/L,+390-844-060-575-717+,5,Y,Linear,Equal,
1,PP,1,R/L,+740-531-060-692+,4,Y,Linear,Unequal,
1,PP,1,R/L,+740-067-741-647-892+,5,Y,Partly linear,Adapted,
1,SP,1,R/L,+740-176-032-002-861+,5,Y,Partly linear,Equal,
1,2L,2,R/L,+032-031/151-740-240-235+,6,Y,Linear,Unequal,
1,2L,2,R/L,+032-031/740-222-235-002-861+,7,Y,Unordered,Unequal,
1,2L,2,R/L,+032-031/850-032-530-740-741-456+,8,Y,Unordered,Unequal,
1,2L,2,R/L,+032-031/740-791-713+,5,Y,Unordered,Unequal,
1,2L,2,R/L,+032-031/740-222-235-002-861+,7,Y,Linear,Unequal,
1,2L,2,L/R,+032/226-032-817+,4,Y,Linear,Equal,
1,PP,1,R/L,+125-002-861+,3,Y,Partly linear,Unequal,
1,PP,1,R/L,+151-740-100-240+,4,Y,Strong linear,Equal,
1,2L,2,,+000-000-000/000-861-002-906-003+,8,N,Linear,Unequal,
1,SC,1,R/L,+001-368-767+,3,Y,Linear,Unequal,
1,UC,1,R/L,+526-388+,2,Y,Linear,Equal,
1,2L,2,R/L,+740-636-240/002-817+,5,Y,Linear,Equal,
1,LP,1,R/L,+740-032-840-002-296-530-000+,7,N,Linear,Adapted,
1,UC,1,R/L,]176-220-415-060-920+,5,N,Linear,Adapted,
1,UC,1,R/L,+000-000-002-820+,4,N,Linear,Indefinable,
1,SS,1,R/L,+161-055+,2,Y,Strong linear,Equal,
1,2L,2,R/L,+790/740-055[,3,?,,,
1,SP,1,R/L,+520-233-803-002-817+,5,Y,Partly linear,Adapted,
1,2L,2,R/L,+151-690/032-031+,4,Y,Unordered,Unequal,
1,LC,1,R/L,+031-840-140-740-101-002-365-287-034+,9,Y,Partly linear,Equal,
1,SS,1,R/L,+740-390-590+,3,Y,Strong linear,Equal,
1,PP,1,R/L,+740-016-002-920-317+,5,Y,Strong linear,Equal,
1,SP,1,R/L,+520-235-803-002-817+,5,Y,Linear,Adapted,
1,SP,1,R/L,+740-140-717-002-298-741+,6,Y,Unordered,Adapted,
1,2L,2,R/L,+817-521-521/090-740-221-002-031-500+,9,Y,Partly linear,Adapted,
1,LP,1,R/L,+520-033-705-240-798-002-000[,7,N,Linear,Equal,
1,SP,1,R/L,+740-803-233-741-250-579+,6,Y,Linear,Adapted,
1,SC,1,R/L,+151-233-803-033-705-240+,6,Y,Partly linear,Adapted,
1,SP,1,R/L,+740-231-220-032-002-817+,6,Y,Linear,Adapted,
1,2L,2,R/L,+590-615-140/232-240-001-060-920+,8,Y,Linear,Unequal,
