,class,lines,direction,text,signs,complete,alignment,sign height,images
5,UC,1,,]740[,1,?,Indefinable,Indefinable,
1,SS,1,R/L,]740-400-142+,3,?,,,
3,UC,1,R/L,]000-491+,2,N,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,PP,1,R/L,+151-740-235+,3,Y,,,
1,VN,1,,]700-032+,2,?,,,
1,ZN,1,R/L,+255-033+,2,Y,,,
3,SC,1,R/L,+416-590-033+,3,Y,,,
1,PP,1,R/L,+405-004-001-002-817+,5,Y,,,
1,PP,1,R/L,+090-740-255-705-060-550+,6,Y,,Unequal,
3,SC,1,R/L,+637-272-317+,3,Y,,Unequal,
1,PP,1,R/L,+407-004-002-861+,4,Y,,,
1,SS,1,R/L,+400-740-440+,3,Y,,,
1,NU,1,,]034+,1,?,Indefinable,Indefinable,
3,UC,1,,+235-840[,2,?,Linear,Unequal,
1,UC,1,,]436-032-923[,3,?,Linear,Unequal,
3,??,1,,]033[,1,?,Indefinable,Indefinable,
1,VN,1,R/L,]700-000+,2,N,,,
3,UC,1,L/R,+400-740-000[,3,N,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+154-003+,2,Y,,,
1,??,1,,]000-000[,2,N,,,
3,UC,1,,]220-760[,2,?,,,
1,??,1,R/L,+400-000+,2,N,,,
1,SS,1,R/L,+400-098+,2,Y,,,
1,UC,1,R/L,+400-740-032[,3,?,,,
3,UC,1,R/L,+904-032-000[,3,N,,,
1,UC,1,R/L,]435-255+,2,?,,,
3,UC,1,R/L,]240-590+,2,?,,,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SC,1,R/L,+400-740-817-491+,4,Y,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,NU,1,,+034[,1,?,Indefinable,Indefinable,
3,??,1,,]033-000+,2,N,Slanting linear,Unequal,
1,UC,1,R/L,+868-706[,2,?,Linear,,
3,SS,1,R/L,]156-435-255+,3,?,Linear,Unequal,
1,PP,1,R/L,+154-806-470-002-861+,5,Y,,,
1,UC,1,R/L,+824-700+,2,Y,,,
3,PP,1,R/L,+400-740-152-240+,4,Y,,,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,UC,1,,+706-167+,2,Y,,,
1,UC,1,R/L,]154-806-000[,3,N,,,
1,SC,1,R/L,+154-003-617-033+,4,Y,Linear,Unequal,
1,SS,1,R/L,+400-090-740-100-415+,5,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-236+,2,Y,,,
1,??,1,,+000[,1,N,Indefinable,Indefinable,
3,??,1,R/L,+400-000[,2,N,Indefinable,Indefinable,
1,SC,1,,+001-480-388-032+,4,Y,,,
3,VN,1,,+700-034+,2,Y,,,
1,NV,1,R/L,+034-700+,2,Y,,,
3,SS,1,R/L,+400-226+,2,Y,,,
1,PP,1,R/L,+520-220-415+,3,Y,,,
3,UC,1,R/L,+869-575+,2,Y,,,
1,UC,1,R/L,+400-000[,2,N,,,
3,UC,1,,+110[,1,?,Indefinable,Indefinable,
1,NU,1,,]034-031[,2,?,,,
1,UC,1,,+033-000-000-000[,4,N,,,
1,UC,1,,+840+,1,Y,Indefinable,Indefinable,
1,UC,1,,+700+,1,Y,Indefinable,Indefinable,
1,UC,1,,+001+,1,Y,Indefinable,Indefinable,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+365-900+,2,Y,,,
1,PP,1,R/L,+740-100-415-176-792-102+,6,Y,,,
3,UC,1,R/L,+220-000-700-033+,4,N,,,
1,UC,1,L/R,+892-590+,2,Y,Linear,Equal,
1,UC,1,,]000[,1,N,Indefinable,Indefinable,
3,UC,1,,]240[,1,?,Indefinable,Indefinable,
1,VN,1,,+700-034+,2,Y,,,
3,PP,1,,+074-220-415+,3,Y,,,
1,UC,1,,]000[,1,N,Indefinable,Indefinable,
3,UC,1,,]000-000[,2,N,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SC,1,R/L,+700-840-032-741+,4,Y,,,
1,UC,1,L/R,+740-797-688+,3,Y,,,
3,UC,1,L/R,+400-137+,2,Y,,,
1,NV,1,R/L,+034-700+,2,Y,,Unequal,
3,UC,1,R/L,+520-033-033+,3,Y,,Unequal,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,,]000-484-000[,3,N,,,
3,UC,1,,]400-033-000[,3,N,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+400-158-690+,3,Y,,,
1,UC,1,R/L,]740-032-001-002-904+,5,Y,,,
3,UC,1,,]690[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+690-681[,2,?,,,
3,UC,1,R/L,+520-072-255[,3,?,,,
1,UC,1,,+062-000[,2,N,,,
3,UC,1,,+000[,1,N,Indefinable,Indefinable,
1,SS,1,R/L,+090-740-327+,3,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
1,??,1,,]000+,1,N,Indefinable,Indefinable,
3,UC,1,R/L,+400-740-032[,3,?,,,
1,SS,1,L/R,+740-255-061+,3,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
1,PP,1,R/L,+520-220-415+,3,Y,,,
3,VN,1,R/L,+700-032+,2,Y,,,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,SC,1,R/L,+690-032-025+,3,Y,,,
3,SS,1,R/L,+400-740-681+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,PP,1,R/L,+520-220-415+,3,Y,,,
3,SC,1,R/L,+590-032-645-003+,4,Y,,,
1,UC,1,,+000[,1,N,Indefinable,Indefinable,
3,UC,1,,+740[,1,?,Indefinable,Indefinable,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+400-740-817-276+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,Unequal,
3,SC,1,R/L,+400-892-831+,3,Y,,Unequal,
1,NV,1,,+033-700+,2,Y,,,
3,UC,1,,+516-775+,2,Y,,,
1,UC,1,,+110[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,]220-415+,2,?,Linear,Equal,
1,VN,1,,+700-034+,2,Y,,,
3,SC,1,,+031-480-388-032+,4,Y,,,
1,PP,1,R/L,+400-525-550-033-705-240+,6,Y,,,
3,SC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
1,??,1,R/L,+740-390-590[,3,?,Linear,Equal,
3,??,1,R/L,]033-605+,2,?,Linear,Equal,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-151-142+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+740-032-025+,3,Y,,,
1,AN,1,,+154[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,]706-590+,2,?,Linear,Equal,
1,UC,1,,+520[,1,?,Indefinable,Indefinable,
3,UC,1,,+090-000[,2,N,Indefinable,Indefinable,
1,UC,1,,]413+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+400-740[,2,?,Linear,Equal,
1,VN,1,,+700[,1,?,Indefinable,Indefinable,
3,AN,1,,+090[,1,?,Indefinable,Indefinable,
1,NV,1,R/L,+032-032-700+,3,Y,,Unequal,
3,UC,1,R/L,+520-033-033+,3,Y,,Unequal,
1,??,1,R/L,+000-690+,2,N,,,
3,??,1,R/L,+740-032-000+,3,N,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,NU,1,,+034+,1,Y,Indefinable,Indefinable,
3,??,1,R/L,+400-000-000+,3,N,Linear,Equal,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,UC,1,,+690[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,]740-032-000[,3,N,,,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,UC,1,R/L,+400-090[,2,?,,,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,SP,1,R/L,+740-840-013-745-031-370+,6,Y,Linear,Equal,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,UC,1,R/L,+000-000-139+,3,N,,,
3,SC,1,L/R,+413-892-824+,3,Y,,,
1,VN,1,R/L,+700-000[,2,N,,,
3,UC,1,R/L,+400-740[,2,?,,,
1,UC,1,,]820+,1,?,Indefinable,Indefinable,
1,SS,1,R/L,+156-176+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
1,UC,1,R/L,+090-740-000[,3,N,,,
3,UC,1,R/L,]000-220+,2,N,,,
1,SC,1,R/L,+861-003+,2,Y,,,
3,SS,1,R/L,+740-416+,2,Y,,,
1,UC,1,,+700[,1,?,Indefinable,Indefinable,
3,UC,1,,]000-000+,2,N,,,
1,SC,1,R/L,+740-920-318-700-692+,5,Y,,,
1,UC,1,R/L,+156-176+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
1,UC,1,,+861[,1,?,Indefinable,Indefinable,
3,UC,1,,]000-061+,2,N,,,
1,SS,1,R/L,+400-740-892-617+,4,Y,,,
3,SC,1,R/L,+869-060-001-820+,4,Y,,,
1,2L,2,,+850-700/453-064-001-856+,6,Y,,,
1,SC,1,,+850-825-646-604+,4,Y,,,
1,UC,1,R/L,+400-740-000[,3,N,,,
3,UC,1,R/L,]000-741+,2,N,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,PP,1,R/L,+158-221+,2,Y,,,
1,PP,1,R/L,+090-740-240-235+,4,Y,,,
3,SC,1,R/L,+690-590-032-220+,4,Y,,,
1,UC,1,R/L,]000-700-000[,3,N,,,
3,UC,1,R/L,]820-740[,2,?,,,
1,PP,1,R/L,+090-740-240-235+,4,Y,,,
3,SC,1,R/L,+690-590-032-220+,4,Y,,,
1,SS,1,R/L,+400-740-717+,3,Y,,,
1,UC,1,L/R,+000-824+,2,N,,,
3,UC,1,L/R,+740-390-000+,3,N,,,
1,SC,1,R/L,+712-840-400-740-440+,5,Y,,,
1,UC,1,,+824[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+400-740-000[,3,N,,,
1,UC,1,R/L,+400-740[,2,?,,,
3,UC,1,,]820+,1,?,Indefinable,Indefinable,
1,UC,1,,+740[,1,?,Indefinable,Indefinable,
1,NU,1,R/L,]020-031+,2,N,,,
1,UC,1,,+820+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+520-220-415+,3,Y,,,
3,PP,1,R/L,+520-220-415+,3,Y,,,
1,UC,1,,+000[,1,N,Indefinable,Indefinable,
3,UC,1,,]861-000[,2,N,,,
1,AN,1,,]135[,1,Y,Indefinable,Indefinable,
3,SC,1,,+920-318-233[,3,?,,,
1,PP,1,R/L,+400-525-550-033-705-240+,6,Y,,,
3,SC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+400-520-400-352+,4,Y,,,
1,UC,1,R/L,+060-550-000[,3,N,,,
3,UC,1,R/L,+740-900-000[,3,N,,,
1,SS,1,R/L,+156-031+,2,Y,,,
1,PP,1,R/L,+520-233-240-220-032+,5,Y,Linear,Adapted,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+400-740-061-140+,4,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+158-003-494+,3,Y,,,
1,PP,1,R/L,+400-740-388-717-705+,5,Y,,,
3,VN,1,R/L,+032-700+,2,Y,,,
1,UC,1,R/L,]000-630[,2,N,,,
1,UC,1,R/L,+000-415-176-000+,4,N,,,
3,UC,1,R/L,+220-000-000-000+,4,N,,,
1,UC,1,L/R,+740-690+,2,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+400-236-220+,3,Y,,,
1,??,1,R/L,+220-000-700[,3,N,,,
3,SC,1,R/L,]000-415-176-792-085+,5,N,,,
1,SS,1,R/L,+740-400-142-061+,4,Y,Linear,Equal,
1,VN,1,R/L,+700-033+,2,Y,,Unequal,
3,UC,1,L/R,+740-790-032+,3,Y,,Unequal,
1,UC,1,R/L,]746-140+,2,?,Linear,Unequal,
1,LC,1,R/L,+090-326-700-920-125-001-055-920-140+,9,Y,Linear,Equal,
1,UC,1,,+000-176-000[,3,N,,,
1,UC,1,R/L,+740-760-838-240-000[,5,N,Linear,Equal,
1,VN,1,L/R,+700-034+,2,Y,,,
3,UC,1,L/R,+740-790-032+,3,Y,,,
1,??,1,,]000+,1,N,Indefinable,Indefinable,
3,??,1,L/R,+400-740-000[,3,N,,,
1,UC,1,R/L,+740-176-220-235+,4,Y,,,
3,UC,1,R/L,+740-482-240-002-861+,5,Y,,,
1,NV,1,R/L,+034-700+,2,Y,,,
3,SS,1,R/L,+740-690-435-255+,4,Y,,,
1,LP,1,R/L,+740-904-233-240-798-060-692+,7,Y,Linear,Equal,
1,??,1,R/L,+033-413-893-405-090-405-326[,7,?,,,
3,UC,1,,]000-792[,2,N,,,
1,SC,1,,+240-370-861+,3,Y,,,
1,LC,1,,]405-090-405-326-920+,5,?,Linear,Equal,
1,PP,1,R/L,+740-540-002-817+,4,Y,Linear,Equal,
1,??,1,,+000-033-000[,3,N,,,
1,VN,1,L/R,+700-033+,2,Y,,,
3,UC,1,L/R,+526-550-233+,3,Y,,,
1,NU,1,,]034+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+400-740[,2,?,Linear,Equal,
1,??,1,,]700-000[,2,N,,,
3,UC,1,,]705-220-000[,3,N,,,
1,UC,1,,+407-033-127-000[,4,N,,,
1,UC,1,,]716-605+,2,?,,,
3,NV,1,,+033-700+,2,Y,,,
1,??,1,,+000-740+,2,N,,,
1,SP,1,R/L,+390-003-002-817+,4,Y,Strong linear,Equal,
1,UC,1,,+416+,1,Y,Indefinable,Indefinable,
1,NU,1,,+004+,1,Y,Indefinable,Indefinable,
1,UC,1,,+698+,1,Y,Indefinable,Indefinable,
1,NU,1,,+002+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,]740-000-000-923[,4,N,,,
1,UC,1,R/L,]740-049-745-852+,4,?,,,
1,UC,1,,+748[,1,?,Indefinable,Indefinable,
1,UC,1,,]000-740-900+,3,N,,,
1,UC,1,,+002-002+,2,Y,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,??,1,,+000-740+,2,N,,,
1,2L,2,,+032/032+,2,Y,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,??,1,,+000-698+,2,N,,,
1,UC,1,,+002+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,UC,1,,+031-697+,2,Y,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+004+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,UC,1,,+002+,1,Y,Indefinable,Indefinable,
1,UC,1,,+002+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,UC,1,,+698+,1,Y,Indefinable,Indefinable,
1,2L,2,,+000/034+,2,N,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+003+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+003+,1,Y,Indefinable,Indefinable,
1,UC,1,,+220+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+004+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,UC,1,,+001+,1,Y,Indefinable,Indefinable,
1,??,1,,+002-000+,2,N,,,
1,NU,1,,+034+,1,Y,Indefinable,Indefinable,
1,UC,1,,+033[,1,?,Indefinable,Indefinable,
1,??,1,,+740-000+,2,N,,,
1,UC,1,,+700+,1,Y,Indefinable,Indefinable,
1,UC,1,,+034-698+,2,Y,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,UC,1,,+002+,1,Y,Indefinable,Indefinable,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,??,1,,+000-003+,2,N,,,
1,UC,1,,+645-645+,2,Y,,,
