,class,lines,direction,text,signs,complete,alignment,sign height,images
1,UC,1,R/L,]000-880-002-000[,4,N,,,
1,PP,1,R/L,+740-390-590-002-861+,5,Y,Linear,Unequal,
1,UC,1,R/L,]220-032-176-000+,4,N,Linear,Unequal,
1,UC,1,,]740[,1,?,Indefinable,Indefinable,
1,??,1,,+034-000+,2,N,,,
1,UC,1,R/L,+063-700-176-000+,4,N,,,
1,AN,1,R/L,+111-033+,2,Y,,,
1,UC,1,R/L,+000-480-003-064-002-003-861+,7,N,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-032-028+,4,Y,,,
1,SS,1,R/L,+090-740-176[,3,?,Linear,Equal,
1,UC,1,,+700[,1,?,Indefinable,Indefinable,
3,UC,1,,+242-636[,2,?,Linear,Unequal,
1,UC,1,,+700[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+740-776[,2,?,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+400-740-176-791+,4,Y,,,
1,NV,1,R/L,+034-700+,2,Y,,,
3,SS,1,R/L,+400-740-032-027+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,L/R,+400-740-176-519+,4,Y,,,
1,UC,1,R/L,+625-368-257-000[,4,N,Linear,Unequal,
1,SS,1,R/L,+617-550-003+,3,Y,,,
1,??,1,,+000+,1,N,Indefinable,Indefinable,
3,UC,1,,+220+,1,Y,Indefinable,Indefinable,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+400-090-740-400-090+,5,Y,,,
1,UC,1,R/L,+400-740-000+,3,N,,,
1,UC,1,R/L,+824-892-413+,3,Y,,,
3,UC,1,R/L,+400-740-141+,3,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,SS,1,R/L,+400-153-118+,3,Y,,,
1,??,1,R/L,+400-000[,2,N,,,
1,SS,1,R/L,+740-388-031+,3,Y,,,
3,SC,1,R/L,+298-350-892-590+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+400-236-233+,3,Y,,,
1,PP,1,L/R,]527-550-033-705-000+,5,N,,,
3,SC,1,L/R,+033-711-335-575-413+,5,Y,,,
1,??,1,,]000-700[,2,N,,,
3,??,1,,]590-000[,2,N,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+000-176-790+,3,N,,,
1,UC,1,R/L,+000-176-790+,3,N,,,
1,UC,1,,]000-000-000[,3,N,,,
3,UC,1,,]000-000[,2,N,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+400-740-032-840+,4,Y,,,
1,UC,1,,]220+,1,?,Indefinable,Indefinable,
3,??,1,,]000-000-000[,3,N,,,
1,VN,1,R/L,+700-032+,2,Y,Linear,Unequal,
3,PP,1,R/L,+400-740-275-320-235-240-798+,7,Y,Circular,Unequal,
1,VN,1,R/L,+032-700+,2,Y,,,
3,UC,1,R/L,+740-692-435-255-055+,5,Y,,,
1,UC,1,R/L,+740-806[,2,?,,,
3,UC,1,,]000-000+,2,N,,,
1,??,1,,+000+,1,N,Indefinable,Indefinable,
1,UC,1,,]700+,1,Y,Indefinable,Indefinable,
3,UC,1,R/L,+740-630[,2,?,Linear,Unequal,
1,PP,1,R/L,+090-740-240-235+,4,Y,,,
1,UC,1,,]820+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+400-000[,2,N,,,
1,UC,1,R/L,+090-740-220-000-000-000-000+,7,N,Linear,Unequal,
1,UC,1,R/L,+700-000+,2,N,,,
3,UC,1,R/L,+400-740+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+400-090-740-100-390-231+,6,Y,,,
1,UC,1,,]590+,1,?,Indefinable,Indefinable,
3,UC,1,,]000+,1,N,Indefinable,Indefinable,
1,UC,1,,+700+,1,Y,Indefinable,Indefinable,
3,UC,1,R/L,+740-752-175-000-000+,5,N,,,
1,SC,1,R/L,+851-740-705-924-156+,5,Y,,,
3,LC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
1,PP,1,R/L,+740-519-741[,3,?,,,
3,UC,1,R/L,]000-711-335-575-413+,5,N,,,
1,??,1,,]000+,1,N,,,
1,??,1,R/L,+000-711-335-575-413+,5,N,,,
3,UC,1,R/L,+519-742-849+,3,Y,,,
1,SS,1,R/L,+400-740-176+,3,Y,,,
1,SC,1,R/L,+590-032-220[,3,?,,,
3,PP,1,R/L,]000-740-242-235+,4,N,,,
1,VN,1,R/L,+700-032[,2,?,,,
3,UC,1,R/L,]337+,1,?,,,
1,SS,1,R/L,+158-000-470+,3,N,Linear,Equal,
1,SC,1,R/L,+455-590-142-220+,4,Y,,,
3,SC,1,L/R,+504-350-741-060-920+,5,Y,,,
1,UC,1,,+705+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+140-706[,2,?,,,
1,SS,1,R/L,+400-154-806-467+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+740-100-175-630-705+,5,Y,,,
1,UC,1,R/L,+032-850-031+,3,Y,,,
3,UC,1,R/L,+740-752-175-002-861+,5,Y,,,
1,??,1,R/L,+220-000-700+,3,N,,,
3,UC,1,R/L,+400-698+,2,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+740-176-033-705-235+,5,Y,,,
1,SS,1,R/L,+740-690-436-255+,4,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,UC,1,R/L,+400-137+,2,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,UC,1,R/L,+740-142-062-002-817+,5,Y,,,
1,SP,1,R/L,+740-752-175-000-861+,5,N,,,
1,PP,1,R/L,+740-752-070-255-832+,5,Y,,,
3,PP,1,R/L,+740-752-460-495-240-415+,6,Y,,,
1,UC,1,,+145+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+158-805-480+,3,Y,,,
1,PP,1,R/L,]740-061-002-575-000[,5,N,,,
1,UC,1,R/L,]300-490-999-390-033-000[,5,N,,,
1,UC,1,R/L,+090-740-400-000-000[,5,N,,,
1,??,1,,+032-000+,2,N,,,
1,UC,1,,+740-000[,2,N,,,
1,UC,1,R/L,+090-740-400-000+,4,N,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,??,1,,+390-000+,2,N,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,SS,1,R/L,+520-235+,2,Y,,,
1,UC,1,,+700+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,UC,1,,+000-000-645-032+,4,N,,,
1,UC,1,,+740-000-000-002-000-000+,6,N,,,
1,UC,1,,+045[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,]000-140-000+,3,N,,,
1,UC,1,R/L,+002-861-416+,3,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
1,SS,1,R/L,+158-838-470+,3,Y,Linear,Equal,
1,PP,1,R/L,+405-003-002-293-360+,5,Y,Linear,Equal,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SC,1,R/L,+400-525-554+,3,Y,,,
1,SS,1,R/L,+003-408+,2,Y,,,
1,2L,2,R/L,+033-033/740-142-061-140-002-546+,8,Y,Linear,Equal,
1,VN,1,R/L,+700-004+,2,Y,,Unequal,
3,UC,1,R/L,+400-151-097+,3,Y,,Unequal,
1,UC,1,R/L,+032-032-700+,3,Y,,Unequal,
3,UC,1,R/L,+520-033-033+,3,Y,,Unequal,
1,PP,1,R/L,+740-390-590-741[,4,?,,,
3,??,1,R/L,]000-033-605+,3,N,,,
1,VN,1,R/L,+700-031-033+,3,Y,,,
3,SS,1,R/L,+400-740-032-027+,4,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,PP,1,R/L,+740-690-435-176-233-803+,6,Y,,,
1,SC,1,R/L,+590-032-220+,3,Y,,,
3,PP,1,R/L,+000-740-242-235+,4,N,,,
1,UC,1,R/L,+400-740[,2,?,,,
1,PP,1,R/L,+390-003-002-820+,4,Y,Linear,Adapted,
1,PP,1,R/L,+400-525-550-033-705-240+,6,Y,,,
3,SC,1,R/L,+740-033-711-335-575-413+,6,Y,,,
1,??,1,,]000-490+,2,N,,,
3,NU,1,,]033+,1,?,Indefinable,Indefinable,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-097+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-032-025+,4,Y,,,
1,UC,1,R/L,]415-240+,2,?,Linear,Equal,
3,UC,1,,]000+,1,N,Indefinable,Indefinable,
1,UC,1,R/L,+690-681+,2,Y,,,
3,UC,1,R/L,+400-740-032-014+,4,Y,,,
1,UC,1,R/L,]034+,1,?,,,
3,SS,1,R/L,]740-032-027+,3,?,,,
1,UC,1,,+137+,1,Y,Indefinable,Indefinable,
3,VN,1,R/L,+700-034+,2,Y,,,
1,SS,1,R/L,+740-255-032+,3,Y,Linear,Unequal,
3,VN,1,R/L,+700-032+,2,Y,Linear,Unequal,
1,UC,1,R/L,+400-137+,2,Y,,,
1,UC,1,,+861[,1,?,Indefinable,Indefinable,
3,UC,1,,+740[,1,?,Indefinable,Indefinable,
1,VN,1,R/L,+700-034+,2,Y,Linear,Equal,
3,UC,1,R/L,+740-176-031-060-201+,5,Y,Linear,Equal,
1,UC,1,R/L,+400-156-435-255+,4,Y,,,
3,UC,1,R/L,+868-705-590+,3,Y,,,
1,UC,1,,]034+,1,?,,,
3,UC,1,,]137+,1,?,,,
1,VN,1,R/L,+700-034+,2,Y,,Unequal,
3,PP,1,L/R,+400-740-798-365-415-001+,6,Y,Partly linear,Unequal,
1,??,1,,+700-000[,2,N,,,
3,UC,1,R/L,+400-740-636[,3,?,,,
1,UC,1,R/L,+520[,1,?,Indefinable,Indefinable,
3,SC,1,R/L,]000-645-003+,3,N,Linear,Unequal,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+740-540-204-255+,4,Y,,,
1,PP,1,R/L,+400-525-550-033-705-220+,6,Y,,,
3,SC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
1,SS,1,L/R,+400-740-388+,3,Y,,,
3,SC,1,L/R,+368-091+,2,Y,,,
1,UC,1,,+000-711-335-575-413+,5,N,,,
3,SC,1,,+519-742-849+,3,Y,,,
1,UC,1,R/L,]798-806-820-388[,4,?,,,
1,UC,1,,]033[,1,?,Indefinable,Indefinable,
1,VN,1,R/L,+700-014+,2,Y,,,
3,AN,1,,+144+,1,Y,Indefinable,Indefinable,
5,UC,1,R/L,+700-125+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-032-027+,4,Y,,,
1,NU,1,,]033+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+400-775[,2,?,,,
1,UC,1,,+000-000-140+,3,N,,,
3,UC,1,,+000-705-590+,3,N,,,
1,PP,1,R/L,+617-550-003-790+,4,Y,,,
1,UC,1,,+820+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+740-760-061-060-692+,5,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+002-861-416+,3,Y,,,
1,PP,1,R/L,+090-740-240-235+,4,Y,,,
1,UC,1,,]000[,1,N,Indefinable,Indefinable,
3,UC,1,,]740[,1,?,Indefinable,Indefinable,
1,SC,1,R/L,+740-400-142-061-033+,5,Y,Partly linear,Unequal,
1,UC,1,,+167[,1,?,Indefinable,Indefinable,
1,VN,1,R/L,+700-003+,2,Y,,,
1,UC,1,R/L,+590-706-868+,3,Y,,,
3,UC,1,L/R,+400-156-435-255+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+740-760-840-552+,4,Y,,,
5,SC,1,L/R,+876-032-578-415+,4,Y,,,
1,UC,1,,]110+,1,?,Indefinable,Indefinable,
3,ZN,1,,]220-415+,2,?,Linear,Equal,
1,VN,1,,+700-032+,2,Y,,,
3,UC,1,,]000-590-231+,3,N,,,
1,VN,1,R/L,+033-700+,2,Y,,,
3,UC,1,R/L,+740-923-235+,3,Y,,,
1,UC,1,R/L,+700-000[,2,N,,,
1,PP,1,R/L,+090-740-176-741-347+,5,Y,,,
1,UC,1,R/L,]176-741-347[,3,?,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+400-854-032+,3,Y,,,
5,UC,1,R/L,+257-360+,2,Y,,,
1,UC,1,R/L,+740-760[,2,?,Linear,Equal,
1,SS,1,R/L,+400-740-892-617+,4,Y,,,
3,SC,1,R/L,+869-060-820+,3,Y,,,
1,SC,1,R/L,+016-220-382+,3,Y,,,
1,AN,1,,+144+,1,Y,Indefinable,Indefinable,
1,??,1,,+700-000+,2,N,,,
1,UC,1,R/L,+700-000[,2,N,,,
3,UC,1,R/L,+740-000[,2,N,,,
5,UC,1,R/L,+824-892[,2,?,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+740-603-240-060-692+,5,Y,,,
1,SC,1,R/L,+851-740-705-924-156+,5,Y,,,
3,LC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
1,2L,2,R/L,+682-413-840/740-061+,5,Y,Linear,Equal,
1,SC,1,R/L,+851-740-705-924-156+,5,Y,,,
3,LC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+390-000-742-000+,4,N,,,
1,PP,1,R/L,+740-240-235+,3,Y,,,
1,UC,1,,+515-388+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+861-003+,2,Y,,,
5,SS,1,R/L,+156-003+,2,Y,,,
1,SS,1,R/L,+740-032-840+,3,Y,,,
1,??,1,R/L,+740[,1,?,,,
1,NU,1,,]034+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,]000-740-176+,3,N,,,
1,VN,1,,+700-032-000-091+,4,N,,,
1,NU,1,,]033[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,]000-061[,2,N,Linear,Unequal,
1,NV,1,,+033-700+,2,Y,,,
3,UC,1,,+951-090+,2,Y,,,
1,UC,1,,+817-495+,2,Y,,,
1,NV,1,L/R,+700-033+,2,Y,,,
1,SS,1,R/L,+740-176+,2,Y,,,
1,UC,1,R/L,+400-852+,2,Y,,,
1,2L,2,,+000-000/033[,3,N,,,
1,UC,1,R/L,]000-231-060-820[,4,N,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+740-460-495-220[,4,?,,,
1,UC,1,R/L,+740-495-000-034+,4,N,,,
1,UC,1,R/L,]740-760[,2,N,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+034+,1,Y,Indefinable,Indefinable,
1,NU,1,,+003+,1,Y,Indefinable,Indefinable,
1,UC,1,,+740-000[,2,N,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,SC,1,,+016-220-382+,3,Y,,,
1,UC,1,R/L,]520-460-495[,3,?,,,
1,NV,1,,+033-700+,2,Y,,,
1,PP,1,R/L,+740-175-415-033-001+,5,Y,,,
1,SS,1,R/L,+740-176+,2,Y,,,
1,??,1,,+000-700+,2,N,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,UC,1,,+413-031+,2,Y,,,
1,??,1,,+000-740+,2,N,,,
1,UC,1,,+402+,1,Y,Indefinable,Indefinable,
1,VN,1,,+000-700-033+,3,N,,,
1,??,1,,+000-400+,2,N,,,
1,AN,1,,+090+,1,Y,Indefinable,Indefinable,
1,??,1,,+000-000-000+,3,N,,,
3,NU,1,,+034+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+740-176-220-235+,4,Y,,,
3,SP,1,R/L,+740-482-240-002-861+,5,Y,,,
1,SS,1,R/L,+400-740-017-503+,4,Y,,,
1,LP,1,R/L,+740-760-033-033-240-002-824+,7,Y,Linear,Adapted,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+368-900+,2,Y,,,
1,UC,1,,+700[,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+400-000[,2,N,,,
1,??,1,,+000[,1,N,Indefinable,Indefinable,
3,UC,1,,+705[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+400-700-017-000+,4,N,,,
1,UC,1,,]681+,1,?,Indefinable,Indefinable,
1,SS,1,R/L,+400-740-016-503+,4,Y,,,
1,VN,1,R/L,+700-034-690-400[,4,?,,,
3,UC,1,R/L,+740-760-000[,3,N,,,
1,UC,1,R/L,+520-220[,2,?,Linear,Equal,
1,UC,1,R/L,+090-740-792+,3,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
1,UC,1,R/L,]000-741-615-440-220+,5,N,Linear,Adapted,
1,PP,1,R/L,+740-048-741-851+,4,Y,,,
3,SC,1,R/L,+033-711-335-575-413+,5,Y,,,
1,UC,1,R/L,+520-240+,2,Y,,,
3,VN,1,R/L,+700-034+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,LP,1,R/L,+740-000-220-004-002-390-095+,7,N,,,
1,SS,1,R/L,+400-158-806-475+,4,Y,,,
1,PP,1,R/L,+400-740-176-240+,4,Y,,,
1,UC,1,R/L,+740-000[,2,N,Linear,Equal,
3,UC,1,,]817+,1,?,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+400-740-575-017-798+,5,Y,,,
