,class,lines,direction,text,signs,complete,alignment,sign height,images
1,SC,1,R/L,+031-311-745+,3,Y,Strong linear,Equal,
1,LP,1,R/L,+405-061-070-032-033-706-235-806-002-267-455+,11,Y,Strong linear,Equal,
1,LP,1,R/L,+740-390-590-233-002-368-202-892-371+,9,Y,Strong linear,Equal,
1,SC,1,R/L,+368-304-125+,3,Y,Linear,Equal,
1,PP,1,R/L,+740-776-503-002-817+,5,Y,Linear,Equal,
1,PP,1,R/L,+090-740-176-002-861+,5,Y,Linear,Equal,
1,SS,1,R/L,+820-130-035-171+,4,Y,Strong linear,Equal,
1,PP,1,R/L,+390-016-002-814-560+,5,Y,Linear,Adapted,
1,SS,1,R/L,+932-740-055+,3,Y,Linear,Equal,
1,UC,1,R/L,]000-000-002-861+,4,N,Linear,Equal,
1,LC,1,R/L,+390-005-002-861-036-460-513+,7,Y,Strong linear,Equal,
1,LP,1,R/L,+350-001-740-362-692-032-002-861+,8,Y,Linear,Equal,
1,LP,1,R/L,+740-904-176-220-032-798-000[,7,N,Strong linear,Equal,
1,2L,2,R/L,+842-871-192-368/740-482-060-692-520-220-235-001-920+,13,Y,Linear line-by-line,Equal,
1,LP,1,R/L,+090-740-240-235-002-906-140+,7,Y,Unordered,Unequal,
1,SC,1,R/L,+617-243-706-595+,4,Y,Linear,Unequal,
1,PP,1,R/L,+090-740-531-060-692+,5,Y,Partly linear,Unequal,
1,LC,1,R/L,+565-235-803-741-702-900-000+,7,N,Partly linear,Adapted,
1,LP,1,R/L,+892-374-740-760-840-416-002-861+,8,Y,Strong linear,Equal,
1,LP,1,R/L,+740-055-240-235-806-002-220-455-503+,9,Y,Strong linear,Equal,
1,PP,1,R/L,+740-752-017-503-240-235-806+,7,Y,Strong linear,Equal,
1,SP,1,R/L,+740-269-511-233-060-820+,6,Y,Linear,Adapted,
1,PP,1,R/L,+390-003-002-817+,4,Y,Linear,Equal,
1,LP,1,R/L,+740-032-923-382-233-002-112+,7,Y,Linear,Equal,
1,PP,1,R/L,+740-336-176-002-405-372-374+,7,Y,Linear,Equal,
1,LP,1,R/L,+740-390-590-233-231-002-107+,7,Y,Linear,Equal,
1,LP,1,R/L,+740-794-630-220-032-002-368-906-329+,9,Y,Partly linear,Equal,
1,PP,1,R/L,+520-220-415+,3,Y,Linear,Equal,
1,LP,1,R/L,+740-690-435-255-220-032-240-235-002-390-125-632-032+,13,Y,Partly linear,Equal,
1,PP,1,R/L,]705-240-235-001-002-204-346+,7,?,Partly linear,Unequal,
1,SC,1,R/L,+391-002-527-475-005+,5,Y,Slanting linear,Equal,
1,LP,1,R/L,+740-636-240-233-235-002-405-125-820+,9,Y,Linear,Equal,
1,SP,1,R/L,+527-550-240-002-817+,5,Y,Linear,Adapted,
1,SP,1,R/L,+740-798-231-002-055-373+,6,Y,Linear,Equal,
1,LP,1,R/L,+740-760-033-705-803-002-920-317+,8,Y,Linear,Equal,
1,LC,1,R/L,+617-831-002-001-302-840-032+,7,Y,Partly linear,Unequal,
1,LP,1,R/L,+740-798-240-235-002-220-065-215+,8,Y,Linear,Equal,
1,SP,1,R/L,+740-760-235-002-861+,5,Y,Linear,Equal,
1,SC,1,R/L,+390-820-460-060-368-920+,6,Y,Partly linear,Equal,
1,LP,1,R/L,+527-550-240-220-032-002-300-350-600-190+,10,Y,Linear,Equal,
1,LP,1,R/L,+740-585-017-033-705-240-798-002-820+,9,Y,Linear,Equal,
1,LP,1,R/L,+740-798-460-350-235-741-390-140+,8,Y,Linear,Equal,
1,LP,1,R/L,+740-904-032-220-415-235-803-002-504-717+,10,Y,Linear,Equal,
1,LP,1,R/L,+090-740-220-016-002-297-190-900-140+,9,Y,Linear,Equal,
1,LP,1,R/L,+236-240-033-705-798-002-820+,7,Y,Linear,Equal,
1,UC,1,R/L,+000-760-460-510-001-692+,6,N,Linear,Equal,
1,LP,1,R/L,+740-877-032-235-060-550-611-840+,8,Y,Linear,Equal,
1,SP,1,R/L,+226-032-231-798-002-693+,6,Y,Linear,Equal,
1,PP,1,R/L,+740-460-503-002-817+,5,Y,Linear,Equal,
1,SC,1,R/L,+368-003-742-060-920+,5,Y,Linear,Equal,
1,??,1,R/L,+151-000+,2,N,Linear,Equal,
1,PP,1,R/L,+740-000-231-220-455-615-689+,7,N,Partly linear,Unequal,
1,SC,1,R/L,+226-032-741-550-000-551+,6,N,Partly linear,Unequal,
1,PP,1,R/L,+526-555-060-550+,4,Y,Linear,Increasing,
1,PP,1,R/L,+520-033-706-060-220-004+,6,Y,Linear,Adapted,
1,MS,1,R/L,+520-220-031-001-706-575+,6,Y,Linear,Adapted,
1,LP,1,BUS,+740-390-590-235-002-374-309-350+,8,Y,Stacked linear,Unequal,
1,2L,2,R/L,+457/740-165-900-060-111-575+,7,Y,Partly linear,Unequal,
1,2L,2,R/L,+690-518/090-740-176-742-060-920+,8,Y,Unordered,Unequal,
1,SP,1,R/L,+740-803-231-060-692+,5,Y,Linear,Increasing,
1,PP,1,R/L,+226-032-002-390-692+,5,Y,Linear,Adapted,
1,SC,1,R/L,+151-279-142-002-390-095+,6,Y,Partly linear,Adapted,
1,LP,1,R/L,+740-255-705-140-003-002-861+,7,Y,Stacked linear,Unequal,
1,SC,1,R/L,+400-520-897+,3,Y,Linear,Equal,
1,SC,1,R/L,+595-575-704-140+,4,Y,Linear,Equal,
1,SP,1,R/L,+520-220-004-002-817+,5,Y,Linear,Equal,
1,SC,1,R/L,+832-390-803-002-861+,5,Y,Linear,Equal,
1,SS,1,R/L,+740-344-032-545+,4,Y,Linear,Equal,
1,2L,2,R/L,+688/740-100-240-233-002-861+,7,Y,Linear,Equal,
1,PP,1,R/L,+156-003-060-368-817+,5,Y,Linear,Adapted,
1,SP,1,R/L,+527-555-240-002-617-070+,6,Y,Linear,Increasing,
1,SP,1,R/L,+740-222-002-207-550-390+,6,Y,Linear,Equal,
1,SS,1,R/L,+390-018-796+,3,Y,Linear,Equal,
1,SP,1,R/L,+740-765-240-001-368-920+,6,Y,Linear,Equal,
1,SP,1,R/L,+520-233-741-081-272+,5,Y,Linear,Equal,
1,LP,1,R/L,+520-033-705-231-002-820-700+,7,Y,Linear,Equal,
1,SC,1,R/L,+400-890-104+,3,Y,Linear,Equal,
1,SC,1,R/L,+527-388-233+,3,Y,Linear,Equal,
1,SC,1,R/L,+740-794-734-032-235+,5,Y,Linear,Equal,
1,PP,1,R/L,+740-840-013-031-002-817+,6,Y,Linear,Adapted,
1,LP,1,R/L,+740-100-798-220-032-002-861-255-416+,9,Y,Linear,Unequal,
1,PP,1,R/L,+740-798-460-350-002-814-084+,7,Y,Linear,Unequal,
1,SP,1,R/L,+156-003-240-741-345+,5,Y,Linear,Adapted,
1,PP,1,R/L,+740-390-590-220-003+,5,Y,Partly linear,Adapted,
1,PP,1,R/L,+390-003-002-111-165+,5,Y,Linear,Adapted,
1,SS,1,R/L,+156-004+,2,Y,Linear,Indefinable,
1,SS,1,R/L,+156-435-255+,3,Y,Linear,Unequal,
1,SS,1,R/L,+740-585-017-900+,4,Y,Strong linear,Adapted,
1,PP,1,R/L,+740-215-002-368-119+,5,Y,Linear,Equal,
1,PP,1,R/L,+090-740-255-705-002-861+,6,Y,Linear,Adapted,
1,PP,1,R/L,+390-503-740-168-002-817+,6,Y,Linear,Equal,
1,SS,1,R/L,+154-003-900-545+,4,Y,Linear,Unequal,
1,PP,1,R/L,+390-004-002-820+,4,Y,Linear,Equal,
1,PP,1,R/L,+090-740-220-235-853+,5,Y,Linear,Increasing,
1,UC,1,R/L,+000-000-803-231-742-060-920+,7,N,Linear,Equal,
1,UC,1,R/L,+740-760-000-002-000-350+,6,N,Linear,Indefinable,
1,LP,1,R/L,+740-565-233-002-940-260+,6,Y,Linear,Unequal,
1,LC,1,R/L,+413-820-220-065-798-550-820+,7,Y,Linear,Equal,
1,LP,1,R/L,+740-879-220-415-002-287-140+,7,Y,Linear,Equal,
1,UC,1,R/L,+000-000-002-817+,4,N,Linear,Adapted,
1,LP,1,R/L,+740-920-320-233-001-821+,6,Y,Linear,Adapted,
1,LP,1,R/L,+740-760-220-016-382-741-572-684+,8,Y,Linear,Equal,
1,SP,1,R/L,+740-032-840-741-060-920+,6,Y,Linear,Unequal,
1,PP,1,R/L,+740-760-440-002-297-416+,6,Y,Linear,Unequal,
1,LP,1,R/L,+390-844-140-176-803-002-301-190+,8,Y,Linear,Adapted,
1,LP,1,R/L,+740-100-176-840-013-002-817+,7,Y,Linear,Equal,
1,LP,1,R/L,+520-033-705-220-803-055-002-820+,8,Y,Linear,Equal,
1,LP,1,R/L,+740-772-033-705-233-803-002-861+,8,Y,Partly linear,Equal,
1,LC,1,R/L,+151-337-484-002-390-125-632-032-900-563+,10,Y,Linear,Adapted,
1,2L,2,R/L,+858/740-100-585-741-840-346+,7,Y,Partly linear,Unequal,
1,PP,1,R/L,+740-900-790-233-798+,5,Y,Linear,Equal,
1,SS,1,R/L,+520-033-705+,3,Y,Linear,Equal,
1,SC,1,R/L,+400-093-368-072+,4,Y,Linear,Equal,
1,PP,1,R/L,+740-923-220-032+,4,Y,Strong linear,Equal,
1,UC,1,R/L,+000-000-741-031-371+,5,N,Linear,Indefinable,
1,PP,1,R/L,+520-552-060-692+,4,Y,Linear,Equal,
1,PP,1,R/L,+565-740-220-741-176+,5,Y,Linear,Equal,
1,PP,1,R/L,+740-923-803-741-500-705+,6,Y,Linear,Adapted,
1,SP,1,R/L,+520-233-240-235-741-360+,6,Y,Linear,Adapted,
1,SP,1,R/L,+740-094-220-032-002-144+,6,Y,Linear,Adapted,
1,PP,1,R/L,+740-390-590-741-390-790+,6,Y,Linear,Adapted,
1,SS,1,R/L,+156-003-545+,3,Y,Linear,Adapted,
1,LP,1,R/L,+527-550-240-220-255-812-906-388+,8,Y,Linear,Equal,
1,SC,1,R/L,+872-032-692+,3,Y,Linear,Equal,
1,SS,1,R/L,+520-033-705-031+,4,Y,Strong linear,Equal,
1,PP,1,R/L,+090-740-220-016-031-908-545+,7,Y,Linear,Adapted,
1,UC,1,,+945+,1,Y,Indefinable,Indefinable,
1,SS,1,R/L,+740-900-005+,3,Y,Linear,Equal,
1,SC,1,R/L,+033-832-236-741-361+,5,Y,Linear,Adapted,
1,PP,1,R/L,+740-336-002-220-065-440-455+,7,Y,Linear,Adapted,
1,2L,2,R/L,+817-255-636/000-000-000-240-002-031-000+,10,N,Linear line-by-line,Unequal,
1,PP,1,R/L,+136-140-002-861+,4,Y,Partly linear,Unequal,
1,PP,1,R/L,+740-205-032-002-252-840+,6,Y,Linear,Adapted,
1,SP,1,R/L,+740-100-415-240-002-817+,6,Y,Partly linear,Unequal,
1,SS,1,R/L,+740-400-142-880+,4,Y,Linear,Unequal,
1,PP,1,R/L,+740-255-920-060-692+,5,Y,Partly linear,Unequal,
1,SC,1,R/L,+226-803-002-220-455-520+,6,Y,Linear,Adapted,
1,SS,1,R/L,+740-817-556+,3,Y,Linear,Unequal,
1,PP,1,R/L,+740-760-440-060-550+,5,Y,Partly linear,Unequal,
1,SS,1,R/L,+740-832+,2,Y,Linear,Unequal,
1,SC,1,R/L,+220-065-864+,3,Y,Linear,Unequal,
1,PP,1,R/L,+740-772-002-861+,4,Y,Linear,Unequal,
1,SC,1,R/L,+269-130-190+,3,Y,Linear,Unequal,
1,2L,2,R/L,+621/520-220-415-002-257-898+,7,Y,Slanting linear,Increasing,
1,SS,1,R/L,+740-176-031+,3,Y,Linear,Unequal,
1,LP,1,R/L,+740-900-790-233-798-001-820+,7,Y,Linear,Unequal,
1,PP,1,R/L,+390-016-060-550+,4,Y,Linear,Adapted,
1,PP,1,R/L,+740-048-741-250-579+,5,Y,Squeezed,Adapted,
1,SC,1,R/L,+151-243-031-002-820-741+,6,Y,Linear,Unequal,
1,SS,1,R/L,+617-122-003+,3,Y,Linear,Unequal,
1,SS,1,R/L,+740-760-840-552-003+,5,Y,Slanting linear,Increasing,
1,SP,1,R/L,+520-220-415-060-820+,5,Y,Linear,Adapted,
1,PP,1,R/L,+740-142-061-002-817+,5,Y,Slanting linear,Increasing,
1,SP,1,R/L,+390-844-240-806-002-861+,6,Y,Linear,Equal,
1,UC,1,R/L,+156-000-368-780+,4,N,Indefinable,Indefinable,
1,LC,1,R/L,+031-277-705-000-060-920+,6,N,Partly linear,Unequal,
1,UC,1,R/L,+740-575-017-000-000-031-032+,7,N,Partly linear,Unequal,
1,LP,1,R/L,+740-923-406-061-070-032-741-861+,8,Y,Strong linear,Equal,
1,LP,1,R/L,+407-061-740-923-233-806-060-692+,8,Y,Linear,Equal,
1,MS,1,R/L,+405-018-001-220-786-850+,6,Y,Linear,Adapted,
1,SS,1,R/L,+740-388-900-320-806+,5,Y,Linear,Equal,
1,SP,1,R/L,+740-923-220-032-002-820+,6,Y,Linear,Equal,
1,UC,1,R/L,]002-861+,2,?,Linear,Indefinable,
1,SS,1,R/L,+740-690+,2,Y,Linear,Equal,
1,PP,1,R/L,+390-003-002-803+,4,Y,Linear,Equal,
1,??,1,R/L,]700-031+,2,?,,,
1,SS,1,R/L,+390-016+,2,Y,Strong linear,Equal,
1,SS,1,R/L,+390-003+,2,Y,Linear,Indefinable,
1,SS,1,R/L,+740-621+,2,Y,Linear,Unequal,
1,PP,1,R/L,+520-175-002-295-502+,5,Y,Linear,Adapted,
1,SP,1,R/L,+520-233-060-297+,4,Y,Linear,Adapted,
1,SS,1,R/L,+090-740-101-853+,4,Y,Linear,Adapted,
1,PP,1,R/L,+520-220+,2,Y,Linear,Equal,
1,PP,1,R/L,+520-240+,2,Y,Linear,Equal,
1,SS,1,R/L,+156-005+,2,Y,Linear,Indefinable,
1,SS,1,R/L,+156-031+,2,Y,Linear,Equal,
1,SS,1,R/L,+436-740-176+,3,Y,Linear,Unequal,
1,SS,1,R/L,+156-843+,2,Y,Linear,Unequal,
1,SC,1,R/L,+090-125+,2,Y,Linear,Equal,
1,SC,1,R/L,+700-521-702+,3,Y,Strong linear,Equal,
1,SS,1,R/L,+156-005+,2,Y,Linear,Indefinable,
1,SS,1,R/L,+090-740-900-005+,4,Y,Linear,Equal,
1,SC,1,R/L,+298-350-590-032-900-853+,6,Y,Linear,Adapted,
1,SC,1,R/L,+861-495-368-836-741+,5,Y,Partly linear,Unequal,
1,SS,1,R/L,+161-097+,2,Y,Partly linear,Unequal,
1,PP,1,R/L,+740-760-840-552-002-817+,6,Y,Linear,Increasing,
1,LP,1,R/L,+090-740-100-415-240-002-861+,7,Y,Linear,Adapted,
1,SP,1,R/L,+740-222-002-820+,4,Y,Strong linear,Equal,
1,SS,1,R/L,+151-061+,2,Y,Linear,Equal,
1,PP,1,R/L,+400-241-031-060-820+,5,Y,Linear,Adapted,
1,PP,1,R/L,+740-390-590-741-081-220+,6,Y,Linear,Adapted,
1,PP,1,R/L,+740-061-002-817+,4,Y,Linear,Equal,
1,SC,1,R/L,+832-904-001-820+,4,Y,Linear,Equal,
1,SC,1,R/L,+892-831+,2,Y,Linear,Equal,
1,PP,1,R/L,+520-240+,2,Y,Linear,Equal,
1,SC,1,R/L,+151-740-231+,3,Y,Linear,Unequal,
1,SC,1,R/L,+368-861-903+,3,Y,Linear,Equal,
1,LP,1,R/L,+090-740-100-220-002-031-165+,7,Y,Partly linear,Unequal,
1,2L,2,R/L,+413-033/740-388+,4,Y,Unordered,Unequal,
1,PP,1,R/L,+740-384-002-390-346+,5,Y,Partly linear,Unequal,
1,SC,1,R/L,+400-267-820+,3,Y,Linear,Adapted,
1,SS,1,R/L,+151-033+,2,Y,Linear,Unequal,
1,SS,1,R/L,+151-717+,2,Y,Linear,Equal,
1,PP,1,R/L,+740-877-032-233+,4,Y,Strong linear,Equal,
1,SC,1,R/L,+400-220-428+,3,Y,Strong linear,Equal,
1,SC,1,R/L,+527-456+,2,Y,Linear,Equal,
1,UC,1,R/L,+000-590-165-741-545+,5,N,Linear,Adapted,
1,LP,1,R/L,+740-760-335-220-032-002-820+,7,Y,Linear,Equal,
1,SC,1,R/L,+244-277-255+,3,Y,Partly linear,Equal,
1,SS,1,L/R,+740-705+,2,Y,Unordered,Unequal,
1,SS,1,R/L,+405-005+,2,Y,Linear,Indefinable,
1,PP,1,R/L,+241-002-880+,3,Y,Linear,Equal,
1,SC,1,R/L,+740-368-278-061+,4,Y,Linear,Equal,
1,UC,1,,+234+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+740-636-240+,3,Y,Linear,Equal,
1,SS,1,R/L,+156-031+,2,Y,Linear,Equal,
1,PP,1,R/L,+090-740-176-233+,4,Y,Linear,Unequal,
1,SS,1,R/L,+400-740-100-415+,4,Y,Linear,Equal,
1,PP,1,R/L,+236-002-390-707+,4,Y,Partly linear,Unequal,
1,2L,2,R/L,+842-535-099-004/740-483-060-692-520-220-235-001-920+,13,Y,Partly linear,Unequal,
1,PP,1,R/L,+520-033-706-240-233-803+,6,Y,Linear,Equal,
1,PP,1,R/L,+565-740-626-220-016-000[,6,N,Linear,Equal,
1,PP,1,R/L,+740-803-233+,3,Y,Linear,Adapted,
1,SP,1,R/L,+740-760-921-235-002-112+,6,Y,Linear,Equal,
1,LP,1,R/L,+520-240-220-032-002-861-603+,7,Y,Linear,Increasing,
1,PP,1,R/L,+090-740-032-840-741-572-683+,7,Y,Linear,Equal,
1,PP,1,R/L,+740-721-002-301-350+,5,Y,Linear,Equal,
1,SC,1,R/L,+892-590-894-140-545+,5,Y,Linear,Equal,
1,UC,1,R/L,+527-550-000[,3,N,Strong linear,Equal,
1,LP,1,R/L,+740-760-070-921-460-503-002-817+,8,Y,Linear,Equal,
1,SP,1,R/L,+740-503-235-233-002-817+,6,Y,Linear,Equal,
1,PP,1,R/L,+390-017-741-060-920+,5,Y,Linear,Unequal,
1,MS,1,R/L,+740-100-415-002-705-590+,6,Y,Linear,Equal,
1,PP,1,R/L,+140-165-740-176-220-803+,6,Y,Linear,Equal,
1,PP,1,R/L,+804-233-231+,3,Y,Strong linear,Equal,
1,PP,1,R/L,+390-003-002-125-350+,5,Y,Linear,Adapted,
1,LC,1,R/L,+400-150-617-055-001-150-243+,7,Y,Linear,Equal,
1,PP,1,R/L,+527-550-803-002-368-518+,6,Y,Linear,Equal,
1,SC,1,R/L,+435-255-390-005+,4,Y,Linear,Unequal,
1,PP,1,R/L,+740-879-233+,3,Y,Linear,Equal,
1,2L,2,R/L,+930/804-220-060-550+,5,Y,Linear,Equal,
1,PP,1,R/L,+600-740-060-920+,4,Y,Linear,Unequal,
1,2L,2,R/L,+384-575/892-706-717-002-861+,7,Y,Linear,Equal,
1,SP,1,R/L,+520-231-002-817+,4,Y,Strong linear,Equal,
1,SP,1,R/L,+090-740-220-014-002-820+,6,Y,Stacked linear,Adapted,
1,PP,1,R/L,+740-061-001-694+,4,Y,Linear,Equal,
1,AN,1,,+145+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+090-740-400-350-031-545+,6,Y,Linear,Adapted,
1,SS,1,R/L,+740-519+,2,Y,Linear,Unequal,
1,PP,1,R/L,+090-740-035-171-061+,5,Y,Partly linear,Adapted,
1,LP,1,R/L,+565-740-798-235-233-001-002-269-632+,9,Y,Linear,Equal,
1,PP,1,R/L,+740-630-155-002-679+,5,Y,Linear,Adapted,
1,SC,1,R/L,+215-001-480-090-820+,5,Y,Partly linear,Unequal,
1,SS,1,R/L,+740-615-495+,3,Y,Linear,Unequal,
1,SS,1,R/L,+002-818+,2,Y,Unordered,Indefinable,
1,UC,1,,+386+,1,Y,Indefinable,Indefinable,
1,LP,1,R/L,+740-760-264-231-742-315-032+,7,Y,Linear,Equal,
1,PP,1,R/L,+090-740-760-717-853+,5,Y,Linear,Equal,
1,SS,1,R/L,+520-033-705-176+,4,Y,Linear,Unequal,
1,PP,1,R/L,+740-803-220-368-000+,5,N,Linear,Equal,
1,PP,1,R/L,+621-390-004-002-817+,5,Y,Partly linear,Adapted,
1,SP,1,R/L,+520-220-415-002-700-000+,6,N,Stacked linear,Unequal,
1,LP,1,R/L,+740-482-240-002-944-920-140+,7,Y,Linear,Equal,
1,PP,1,R/L,+740-460-510-250-853+,5,Y,Linear,Equal,
1,PP,1,R/L,+156-142-368-817+,4,Y,Linear,Equal,
1,SS,1,R/L,+390-018+,2,Y,Strong linear,Equal,
1,UC,1,R/L,+740-760-335-000[,4,N,Strong linear,Equal,
1,SP,1,R/L,+504-350-240-002-861+,5,Y,Partly linear,Equal,
1,SS,1,R/L,+740-255-705+,3,Y,Linear,Equal,
1,2L,2,R/L,+820/090-740-176-741-065-123+,7,Y,Partly linear,Unequal,
1,SP,1,R/L,+740-176-240-002-817+,5,Y,Linear,Equal,
1,SC,1,R/L,+400-345-279+,3,Y,Linear,Unequal,
1,SC,1,R/L,+740-890-692+,3,Y,Unordered,Unequal,
1,PP,1,R/L,+390-003-060-920+,4,Y,Linear,Equal,
1,PP,1,R/L,+151-416-741-849+,4,Y,Linear,Unequal,
1,UC,1,R/L,+740-220-003+,3,Y,Linear,Unequal,
1,2L,2,R/L,+621/090-740-002-861+,5,Y,Unordered,Unequal,
1,SP,1,R/L,+621-520-220-060-880+,5,Y,Unordered,Unequal,
1,PP,1,R/L,+090-740-240-575-703-060+,6,Y,Unordered,Unequal,
1,UC,1,R/L,]000-840-140+,3,N,Indefinable,Indefinable,
1,2L,2,R/L,+740-390-590-001/060-820+,6,Y,Stacked linear,Unequal,
1,SS,1,R/L,+740-176+,2,Y,Linear,Equal,
1,PP,1,R/L,+520-231-235+,3,Y,Linear,Equal,
1,PP,1,R/L,+520-033-705-060-820+,5,Y,Linear,Equal,
1,LP,1,R/L,+090-740-220-742-534-550-090+,7,Y,Partly linear,Equal,
1,UC,1,,]000-220-241-002-000[,5,N,Unordered,Unequal,
1,LP,1,R/L,+621-740-798-838-741-092-850+,7,Y,Linear,Equal,
1,PP,1,R/L,+740-904-032-060-550+,5,Y,Linear,Equal,
1,SP,1,R/L,+520-220-002-727-317+,5,Y,Linear,Equal,
1,PP,1,R/L,+224-740-061-002-824+,5,Y,Partly linear,Unequal,
1,2L,2,R/L,+621/740-482-001-550+,5,Y,Unordered,Unequal,
1,SC,1,R/L,+401-002-368-165+,4,Y,Linear,Equal,
1,UC,1,R/L,+000-590-233+,3,N,Linear,Unequal,
1,3L,3,R/L,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+,17,Y,Linear line-by-line,Equal,
1,SC,1,R/L,+390-034-002-374-228-741+,6,Y,Linear,Equal,
1,SC,1,L/R,+367-390-710-002-861+,5,Y,Stacked linear,Unequal,
1,SC,1,R/L,+255-060-692-401-920+,5,Y,Partly linear,Unequal,
1,PP,1,R/L,+390-003-002-031-575+,5,Y,Linear,Unequal,
3,SS,1,R/L,+031-575+,2,Y,Linear,Unequal,
1,PP,1,R/L,+740-812-033-240-220-032+,6,Y,Linear,Increasing,
1,PP,1,R/L,+740-176-741-390-125+,5,Y,Linear,Equal,
1,SS,1,R/L,+617-831+,2,Y,Linear,Unequal,
1,PP,1,R/L,+740-061-060-820+,4,Y,Strong linear,Equal,
1,PP,1,R/L,+520-220-415-235+,4,Y,Strong linear,Equal,
1,UC,1,R/L,+740-215+,2,Y,Linear,Equal,
3,UC,1,R/L,+740-215+,2,Y,Linear,Equal,
1,PP,1,R/L,+241-803-002-850-493+,5,Y,Linear,Adapted,
3,PP,1,R/L,+241-803-002-850-491+,5,Y,Linear,Equal,
1,UC,1,R/L,+461-840+,2,Y,Linear,Unequal,
3,??,1,R/L,+390-111-000+,3,N,Linear,Equal,
5,??,1,R/L,+000-000-171-031-032-171+,6,N,Linear,Unequal,
7,SC,1,R/L,+820-003-645+,3,Y,Linear,Unequal,
9,UC,1,,+511+,1,Y,Indefinable,Indefinable,
11,UC,1,,+169+,1,Y,Indefinable,Indefinable,
13,SP,1,R/L,+740-904-235-741-060-920+,6,Y,Linear,Equal,
1,PP,1,R/L,+740-519-002-861+,4,Y,Linear,Unequal,
1,SS,1,R/L,+157-142+,2,Y,Linear,Unequal,
1,SS,1,R/L,+002-861-698+,3,Y,Partly linear,Equal,
1,SS,1,R/L,+002-861-698+,3,Y,Linear,Unequal,
3,SS,1,R/L,+156-176+,2,Y,Linear,Unequal,
1,UC,1,,+899-484-380-899+,4,Y,Linear,Equal,
3,NU,1,,+003+,1,Y,Indefinable,Indefinable,
5,UC,1,,+001-899+,2,Y,Linear,Indefinable,
7,UC,1,,+004-492-015+,3,Y,Linear,Equal,
9,SC,1,,+600-251-073+,3,Y,Linear,Equal,
1,LP,1,R/L,+740-729-407-845-236-002-906-125+,8,Y,Linear,Equal,
1,LP,1,R/L,+740-877-032-033-705-231-235-002-861-360-520-919-140+,13,Y,Linear,Equal,
1,LC,1,R/L,+400-595-420-125-032-820-920-140+,8,Y,Linear,Equal,
1,LP,1,R/L,+740-100-806-472-240-806-001-820+,8,Y,Linear,Equal,
1,LP,1,R/L,+003-001-520-240-806-002-502-031+,8,Y,Linear,Equal,
1,LP,1,R/L,+740-405-590-220-235-803-002-388-385-705-632+,11,Y,Linear,Equal,
1,PP,1,R/L,+090-740-717-770-235+,5,Y,Linear,Equal,
