,class,lines,direction,text,signs,complete,alignment,sign height,images
1,UC,1,R/L,+090-160+,2,Y,Linear,Equal,
1,PP,1,R/L,+392-004-002-278-595+,5,Y,Linear,Equal,
1,UC,1,R/L,+921-000[,2,N,,,
1,SP,1,R/L,+156-142-741-060-920+,5,Y,Partly linear,Unequal,
1,??,1,R/L,+148-632-031-741-000+,5,N,Linear,Equal,
1,LP,1,R/L,+520-233-803-060-001-031-905-032-000+,9,N,Linear,Equal,
1,UC,1,R/L,+740-000[,2,N,Indefinable,Indefinable,
1,UC,1,R/L,]000-032+,2,N,Indefinable,Indefinable,
1,UC,1,R/L,+390-006-000[,3,N,Linear,Indefinable,
1,UC,1,R/L,+817-130+,2,Y,Linear,Equal,
1,LP,1,R/L,+740-390-590-231-002-705-530-904+,8,Y,Linear,Equal,
1,LP,1,R/L,+740-798-233-742-175+,5,Y,Linear,Unequal,
1,??,1,R/L,+740-032-840-803+,4,Y,Strong linear,Equal,
1,??,1,R/L,+000-000-000-740-000+,5,N,Indefinable,Indefinable,
1,??,1,R/L,+360-000[,2,N,,,
1,??,1,R/L,+231-850+,2,Y,Linear,Unequal,
1,UC,1,R/L,]000-861[,2,N,Linear,Indefinable,
1,UC,1,R/L,+400-392-631-000+,4,N,Linear,Equal,
1,PN,1,L/R,+005-408+,2,Y,Linear,Equal,
1,2L,2,R/L,]740-760-382/000-740-220-000[,7,N,,,
1,UC,1,R/L,+740-000-000-235+,4,N,Linear,Indefinable,
1,??,1,R/L,]000-820[,2,N,,,
1,MS,1,R/L,+154-806-472-001-002-220-455-806+,8,Y,Linear,Equal,
1,PP,1,R/L,+820-390-590-002-861+,5,Y,Linear,Adapted,
1,??,1,R/L,+391-002-365-550+,4,Y,Linear,Adapted,
1,??,1,R/L,+001-000-000-832-904-002-817+,7,N,Linear,Equal,
1,PP,1,R/L,+390-550-452-060-690+,5,Y,Linear,Increasing,
1,UC,1,R/L,+220-000[,2,N,,,
1,??,1,R/L,+575-031-002-226-231[,5,?,,,
1,??,1,R/L,+832-140-002-001-547+,5,Y,Linear,Equal,
1,UC,1,,+416+,1,Y,Indefinable,Indefinable,
1,2L,2,R/L,+460-513/390-017-002-460-575+,7,Y,Unordered,Unequal,
1,UC,1,R/L,]611-000[,2,N,,,
1,??,1,R/L,+740-740-000-742+,4,N,Linear,Equal,
1,??,1,R/L,+595-134-000[,3,N,,,
1,??,1,,]519+,1,?,Indefinable,Indefinable,
1,LP,1,R/L,+740-176-001-741-703-900-003+,7,Y,Linear,Equal,
1,??,1,R/L,+740-384-002-629-279+,5,Y,Linear,Equal,
1,PP,1,R/L,+520-033-705-235-803[,5,?,Linear,Equal,
1,SP,1,R/L,+740-100-235-002-817+,5,Y,,,
1,??,1,R/L,+001-111-000+,3,N,Indefinable,Indefinable,
1,UC,1,R/L,+151-740-000[,3,N,Linear,Indefinable,
1,UC,1,,+000[,1,N,Indefinable,Indefinable,
1,UC,1,R/L,]267-125-000[,3,N,Linear,Equal,
1,??,1,R/L,+520-000-235+,3,N,Linear,Equal,
1,??,1,R/L,]000-000-000-000+,4,N,,,
1,SC,1,R/L,]000-350-125-812-033+,5,N,Indefinable,Unequal,
1,SC,1,R/L,+032-820-000-900+,4,N,Linear,Equal,
1,??,1,R/L,+520-742-861+,3,Y,Linear,Equal,
1,LP,1,R/L,+740-760-234-741-740-590+,6,Y,Linear,Increasing,
1,UC,1,R/L,]000-615-000[,3,N,Linear,Unequal,
1,??,1,R/L,+031-151+,2,Y,Linear,Unequal,
1,??,1,R/L,+740-235-220+,3,Y,Linear,Equal,
1,SS,1,R/L,+156-017+,2,Y,Linear,Equal,
1,??,1,R/L,+400-740-920+,3,Y,Linear,Equal,
1,??,1,R/L,+740-630-098-368-824+,5,Y,Indefinable,Indefinable,
1,UC,1,R/L,+740-000-000-000-590+,5,N,Indefinable,Indefinable,
1,??,1,R/L,+740-390-851-220-460-240-820-060+,8,Y,Partly linear,Unequal,
1,UC,1,,]000+,1,N,Indefinable,Indefinable,
1,??,1,R/L,+000-798-000+,3,N,Linear,Unequal,
1,SS,1,R/L,+520-235+,2,Y,Linear,Equal,
1,??,1,R/L,+423-003-031-005-130-090-000[,7,N,Partly linear,Unequal,
1,??,1,R/L,]000-000-002-820+,4,N,Linear,Indefinable,
1,UC,1,R/L,]820-066-415+,3,?,,,
1,PP,1,R/L,+740-760-175-220-255+,5,Y,Linear,Adapted,
1,??,1,R/L,+151-032-388-002-390-705+,6,Y,Stacked linear,Unequal,
1,UC,1,R/L,]000-000-032+,3,N,Indefinable,Indefinable,
1,??,1,R/L,+090-095-741-374-132+,5,Y,Linear,Adapted,
1,SS,1,R/L,+151-142+,2,Y,Linear,Equal,
1,??,1,R/L,+000-740-798-000+,4,N,,,
1,PN,1,R/L,+004-408+,2,Y,,,
1,SS,1,R/L,]520-175[,2,?,,,
1,PP,1,R/L,+033-705-233-235-002-457+,6,Y,,,
3,UC,1,R/L,+233-776+,2,Y,,,
1,UC,1,R/L,+740-798[,2,?,Linear,Unequal,
1,UC,1,,+592+,1,Y,Indefinable,Indefinable,
1,??,1,R/L,+806-091-001-368-255-000+,6,N,Squeezed,Equal,
1,UC,1,R/L,+740-000-000[,3,N,Indefinable,Indefinable,
1,UC,1,R/L,+705-000-000+,3,N,Linear,Equal,
1,??,1,R/L,+520-090-803-564-741-798-892+,7,Y,Linear,Equal,
1,??,1,R/L,+255-014-000+,3,N,Linear,Equal,
1,??,1,R/L,+740-760-175-002-000[,5,N,Linear,Unequal,
1,UC,1,R/L,]000-572-090+,3,N,Linear,Equal,
1,??,1,L/R,+561-092-625-900+,4,Y,Linear,Equal,
1,UC,1,R/L,+000-740-000[,3,N,Linear,Equal,
1,??,1,R/L,+236-231-000[,3,N,,,
1,??,1,L/R,]000-091+,2,N,Linear,Equal,
1,??,1,R/L,+892-033+,2,Y,,,
1,??,1,R/L,]000-625-000+,3,N,,,
1,SP,1,R/L,+390-016-002-861+,4,Y,Linear,Equal,
1,UC,1,R/L,]000-625+,2,N,,,
1,??,1,R/L,+400-033[,2,?,,,
1,??,1,R/L,+520-095-000[,3,N,Linear,Equal,
1,??,1,R/L,]000-590-820-033+,4,N,Linear,Equal,
1,??,1,R/L,]000-001-740-798-235+,5,N,Linear,Equal,
1,??,1,,+443[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+000-000+,2,N,,,
1,UC,1,R/L,]000-032+,2,N,Linear,Equal,
1,SS,1,R/L,+422-003+,2,Y,Linear,Equal,
1,UC,1,R/L,]806-002-808+,3,?,Linear,Equal,
1,??,1,R/L,+365-820-000[,3,N,Linear,Equal,
1,SP,1,R/L,+405-016-002-861+,4,Y,Linear,Equal,
1,UC,1,R/L,+000-000[,2,N,,,
1,MS,1,R/L,+832-001-740-176+,4,Y,Linear,Equal,
1,??,1,,+090[,1,?,Indefinable,Indefinable,
1,??,1,R/L,]705-090-705+,3,?,Linear,Equal,
1,??,1,R/L,+740-067-900-002-003+,5,Y,Linear,Equal,
1,??,1,R/L,+390-003[,2,?,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,??,1,R/L,]000-125-001-742+,4,N,Linear,Equal,
1,??,1,R/L,]000-820-032+,3,N,,,
1,??,1,R/L,]031-000-590+,3,N,,,
1,??,1,R/L,]233-630[,2,?,,,
1,SC,1,R/L,+590-407-790-001-746+,5,Y,Linear,Equal,
1,UC,1,,+000[,1,N,Indefinable,Indefinable,
1,??,1,R/L,+153-220-032+,3,Y,,,
1,??,1,R/L,+740-798-706-061-060-550+,6,Y,Indefinable,Indefinable,
1,UC,1,R/L,]000-892-000[,3,N,,,
1,??,1,R/L,+000-000-000-220-240[,5,N,,,
1,SS,1,R/L,+400-740-690-436-255+,5,Y,,,
3,VN,1,R/L,+700-033+,2,Y,,Equal,
1,??,1,R/L,]148-794-220[,3,?,,,
1,UC,1,,+604[,1,?,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,??,1,,]806[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,]000-000+,2,N,,,
1,UC,1,R/L,]365-000[,2,N,,,
1,UC,1,R/L,+740-000[,2,N,,,
1,UC,1,R/L,]220-000-002-000[,4,N,,,
1,??,1,R/L,+368-900-000-741-000+,5,N,,,
1,??,1,,]923+,1,?,Indefinable,Indefinable,
1,??,1,R/L,+136-033+,2,Y,,,
1,SP,1,R/L,+740-519-002-900-630+,5,Y,,,
1,??,1,R/L,]706-002-850+,3,?,,,
1,??,1,R/L,]000-840-552+,3,N,,,
1,??,1,,+368[,1,?,Indefinable,Indefinable,
1,??,1,,+365[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+000-000-700-617-740[,5,N,,,
1,??,1,,]820+,1,?,Indefinable,Indefinable,
1,??,1,,]817[,1,?,Indefinable,Indefinable,
1,??,1,R/L,]002-817[,2,?,,,
1,??,1,,]820+,1,?,Indefinable,Indefinable,
1,??,1,R/L,]000-705-906+,3,N,,,
1,??,1,R/L,]032-700+,2,?,,,
1,SP,1,R/L,+520-000-002-820+,4,N,,,
3,??,1,R/L,+520-000-002-000+,4,N,,,
1,??,1,,+411+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+520-000-000-000[,4,N,Indefinable,Indefinable,
1,??,1,R/L,]000-705-906-550+,4,N,,,
1,??,1,R/L,+090-740-055-000[,4,N,,,
3,??,1,R/L,+090-740-000[,3,N,,,
1,UC,1,R/L,+090-740-000[,3,N,,,
3,UC,1,R/L,+000-740-055-000[,4,N,,,
1,UC,1,R/L,+740-585-000[,3,N,,,
1,UC,1,,+000[,1,N,Indefinable,Indefinable,
3,PP,1,R/L,+740-032-840-220-000[,5,N,,,
5,UC,1,R/L,+740-760-000[,3,N,,,
1,??,1,R/L,+354-794-892[,3,?,,,
1,??,1,,+740[,1,?,Indefinable,Indefinable,
1,??,1,R/L,]000-240[,2,N,,,
1,??,1,R/L,+094-033[,2,?,,,
1,UC,1,,]000+,1,N,Indefinable,Indefinable,
1,??,1,R/L,]700-090[,2,?,,,
1,UC,1,R/L,]000-000-700-000[,4,N,,,
1,UC,1,R/L,+000-000-000-000[,4,N,,,
1,UC,1,R/L,]240-002-031-000[,4,N,Linear,Equal,
1,??,1,R/L,+000-705-002-861+,4,N,,,
1,??,1,R/L,]000-032-840-002-000+,5,N,,,
1,UC,1,R/L,]000-803-740-000[,4,N,,,
1,??,1,R/L,]740-142-000-002-861-390[,6,N,,,
1,??,1,R/L,]000-728-001-832[,4,N,,,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,NU,1,,+032+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,]000-741-000-000+,4,N,,,
1,UC,1,R/L,]803-000[,2,N,,,
1,UC,1,R/L,]630-000[,2,N,,,
1,UC,1,R/L,]000-032-000[,3,N,,,
1,UC,1,R/L,+000-575[,2,N,,,
1,??,1,R/L,+426-000[,2,N,,,
1,??,1,R/L,]000-317-000+,3,N,,,
1,UC,1,,]000+,1,N,,,
1,??,1,,+000-000+,2,N,,,
1,??,1,,+790-791+,2,Y,,,
