,class,lines,direction,text,signs,complete,alignment,sign height,images
1,PP,1,R/L,+405-004-002-861+,4,Y,,,
1,UC,1,R/L,+740-794+,2,Y,,,
1,UC,1,R/L,+400-090-740-000[,4,N,,,
1,SS,1,R/L,+740-032-840+,3,Y,,,
1,SS,1,R/L,+158-806-465+,3,Y,,,
1,SS,1,R/L,+000-158-806-000+,4,N,,,
1,SS,1,R/L,+158-806-465+,3,Y,,,
1,SS,1,R/L,+158-806-000+,3,N,,,
1,UC,1,R/L,+740-798-460-015+,4,Y,,,
1,SS,1,R/L,+740-798-460-354+,4,Y,,,
1,UC,1,R/L,+740-798-460-000+,4,N,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+740-390-590-240+,4,Y,,,
1,??,1,,+000-003-741-060-920+,5,N,,,
3,VN,1,,+700-033+,2,Y,,,
1,SS,1,R/L,+400-740-100-176-000+,5,N,,,
1,PP,1,R/L,+400-740-100-176-175+,5,Y,,,
1,UC,1,R/L,+700-745+,2,Y,,,
3,PP,1,R/L,+740-752-482-240+,4,Y,,,
1,UC,1,R/L,]700-745+,2,?,,Unequal,
3,UC,1,R/L,+000-760-482[,3,N,,Unequal,
1,UC,1,R/L,+700-745+,2,Y,,,
3,UC,1,R/L,]482-240+,2,?,,,
1,PP,1,R/L,+400-740-220[,3,?,Linear,Equal,
1,PP,1,R/L,+400-740-220-415-798+,5,Y,,,
1,UC,1,R/L,+400-740[,2,?,,,
1,PP,1,R/L,+400-740-405-590-235-806+,6,Y,,,
1,PP,1,R/L,+400-740-405-590-235-806+,6,Y,,Equal,
1,PP,1,R/L,+400-740-405-590-235-806+,6,Y,,,
1,PP,1,R/L,+400-740-405-590-235-806+,6,Y,,,
1,PP,1,R/L,+400-740-405-590-235-806+,6,Y,,,
1,SS,1,R/L,+400-740-405-590[,4,?,,,
1,SC,1,R/L,+407-005-741-500-561+,5,Y,,,
1,SS,1,R/L,+740-100-440+,3,Y,,,
1,SS,1,R/L,+740-100-440+,3,Y,,,
1,UC,1,,+700-000[,2,N,,,
1,SS,1,R/L,+400-156-435-255+,4,Y,,,
3,PP,1,R/L,+400-154-440-220+,4,Y,,,
1,??,1,R/L,+700-000[,2,N,,,
3,UC,1,R/L,]320-233-240-798+,4,?,,,
1,UC,1,R/L,+700-000[,2,N,,,
3,PP,1,R/L,+400-740-920-320-233[,5,?,,,
1,UC,1,,+697+,1,Y,Indefinable,Indefinable,
3,SS,1,R/L,+740-717-790+,3,Y,,,
1,UC,1,,+697+,1,Y,Indefinable,Indefinable,
3,SS,1,R/L,+740-717-790+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+065-826+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+400-740-220-415-798+,5,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,PP,1,R/L,+400-740-033-705-233-235-000+,7,N,,,
1,UC,1,,]700+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,]705-233-235-803+,4,?,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+151-840-416+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SC,1,R/L,+032-257-840+,3,Y,,,
1,UC,1,,+000-700-033-711[,4,N,,,
1,SC,1,R/L,+034-700-335-575-413+,5,Y,,,
3,PP,1,R/L,+740-798-803-002-390-530-741+,7,Y,,,
1,PP,1,R/L,+400-525-550-033-705-240+,6,Y,,,
3,SC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,PP,1,R/L,+740-803-741-031-032-716+,6,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,PP,1,R/L,+390-004-104+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,PP,1,R/L,+390-004-817+,3,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,??,1,R/L,+000-000-740-233-240+,5,N,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+740-400-142-061+,4,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,PP,1,R/L,+740-904-240+,3,Y,,,
1,UC,1,,]176+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+740-690[,2,?,,Equal,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-690-000+,4,N,,,
1,VN,1,,+700-032+,2,Y,,,
3,UC,1,,+098+,1,Y,Indefinable,Indefinable,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+740-255-000+,3,N,,,
1,SC,1,R/L,+824-892-413+,3,Y,,Unequal,
3,PP,1,R/L,+520-220-415+,3,Y,,Unequal,
1,SC,1,L/R,+824-892-413+,3,Y,,,
3,MS,1,L/R,+400-740-176-700-033+,5,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+740-255-000+,3,N,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,PP,1,R/L,+400-520-220-016+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-384-033+,4,Y,,,
1,UC,1,R/L,+000-700+,2,N,,,
3,UC,1,R/L,+550-233+,2,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,SS,1,R/L,+400-154-896+,3,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,SS,1,R/L,+400-154-896+,3,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,PP,1,R/L,+400-232-235+,3,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,UC,1,R/L,+442-000-220-000+,4,N,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+455-370+,2,Y,,Unequal,
1,UC,1,,]000+,1,N,Indefinable,Indefinable,
3,UC,1,R/L,+832-000[,2,N,,,
1,VN,1,R/L,+700-033+,2,Y,,Unequal,
3,SS,1,L/R,+158-792+,2,Y,,Unequal,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+032-820-100-415+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+740-337-692-490+,4,Y,,,
1,VN,1,R/L,+700-036+,2,Y,,,
3,SC,1,R/L,+415-035-171+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+400-740-337-000+,4,N,,,
1,UC,1,R/L,+000-740-832-000+,4,N,,,
1,SP,1,R/L,+740-482-240-002-861+,5,Y,,,
3,PP,1,R/L,+740-176-220-235+,4,Y,,,
1,SP,1,R/L,+740-482-240-002-861+,5,Y,,,
3,PP,1,R/L,+740-176-220-235+,4,Y,,,
1,SP,1,R/L,+740-482-240-002-861+,5,Y,,,
3,PP,1,R/L,+740-176-220-235+,4,Y,,,
1,UC,1,R/L,+000-595-632+,3,N,,,
1,SS,1,R/L,+400-158-904-736+,4,Y,,,
1,MS,1,R/L,+700-032-740-335-575-413+,6,Y,,,
3,LP,1,R/L,+317-740-335-740-176-002-920-491+,8,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,UC,1,R/L,+368-035+,2,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,SC,1,R/L,+400-892-000+,3,N,,,
1,VN,1,L/R,+700-032+,2,Y,,,
3,SS,1,L/R,+400-820-100-415+,4,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,PP,1,R/L,+520-072-219+,3,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,SS,1,R/L,+400-740-390-590+,4,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,SS,1,R/L,+400-740-336-018+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,L/R,+740-336-018+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,PP,1,R/L,+520-240+,2,Y,,,
1,UC,1,,+000-700-861-000+,4,N,,,
1,VN,1,L/R,+700-033+,2,Y,,,
3,SP,1,L/R,+740-636-240-001-692+,5,Y,,,
1,VN,1,L/R,+700-033+,2,Y,,,
3,SP,1,L/R,+740-636-240-001-692+,5,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SP,1,R/L,+740-636-240-060-692+,5,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+740-636-240-060-692+,5,Y,,,
1,NV,1,R/L,]033-700+,2,?,,,
3,UC,1,R/L,]240-060-692+,3,?,,,
1,UC,1,R/L,+368-817+,2,Y,,,
3,SS,1,R/L,+740-032-840+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,??,1,R/L,+000-000-000+,3,N,,,
1,NV,1,L/R,+700-032-390+,3,Y,,,
3,PP,1,L/R,+137-002-820+,3,Y,,,
1,UC,1,,]823+,1,?,Indefinable,Indefinable,
1,VN,1,R/L,+700-032+,2,Y,,,
3,PP,1,R/L,+526-554-002-820+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-690-436-255+,5,Y,,,
1,UC,1,R/L,+700-000+,2,N,,,
1,UC,1,R/L,+400-000-740-000-000+,5,N,Indefinable,Indefinable,
1,VN,1,,+700-032+,2,Y,,,
3,UC,1,,+000-480-176+,3,N,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SP,1,R/L,+740-615-495-002-817+,5,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,SS,1,R/L,+400-140+,2,Y,,,
1,??,1,R/L,+426-000+,2,N,,,
1,SS,1,R/L,+400-740-790+,3,Y,,,
1,SS,1,R/L,+400-740-861+,3,Y,,,
1,SC,1,R/L,+400-527-195+,3,Y,,,
1,NU,1,,]033+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+740-840-000[,3,N,Linear,Equal,
1,UC,1,R/L,+400-740-840-000+,4,N,Linear,Equal,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+400-740-100-031-705+,5,Y,,,
1,UC,1,R/L,+000-690-000+,3,N,,,
3,VN,1,R/L,+700-033+,2,Y,,,
5,SS,1,R/L,+740-100-415+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+740-100-000-000+,4,N,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,SS,1,R/L,+400-740-892-617+,4,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,SS,1,R/L,+400-740-892-617+,4,Y,,,
1,NU,1,,+033[,1,?,Indefinable,Indefinable,
3,UC,1,,+000-000-000+,3,N,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,PP,1,R/L,+740-760-268-233-220+,5,Y,,,
1,NV,1,R/L,+034-700+,2,Y,,,
3,PP,1,R/L,+740-177-231+,3,Y,,,
1,VN,1,L/R,+700-032+,2,Y,,,
3,SS,1,L/R,+400-740-335-003+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+740-390-590-235+,4,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,SC,1,R/L,+617-798-003+,3,Y,,,
3,SS,1,R/L,+400-740-840-013+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SC,1,R/L,+200-705-380+,3,Y,,,
1,??,1,R/L,+000-000+,2,N,,,
3,VN,1,R/L,+700-032+,2,Y,,,
5,??,1,R/L,+740-000+,2,N,,,
1,??,1,,]000+,1,N,Indefinable,Indefinable,
3,UC,1,R/L,]705-692[,2,?,,,
1,SS,1,L/R,+400-740-760-605+,4,Y,,,
1,SS,1,L/R,+400-740-760-605+,4,Y,,,
1,SS,1,L/R,+400-740-760-605+,4,Y,,,
1,SS,1,L/R,+400-740-760-605+,4,Y,,,
1,UC,1,L/R,+400-740-000[,3,N,,,
1,UC,1,,+220+,1,Y,Indefinable,Indefinable,
3,UC,1,R/L,+585-000-032+,3,N,,,
1,UC,1,L/R,]400-705[,2,?,Indefinable,Indefinable,
1,SS,1,R/L,+002-817+,2,Y,,,
1,SS,1,R/L,+400-234+,2,Y,,,
1,SS,1,R/L,+400-226+,2,Y,,,
1,PP,1,R/L,+740-048-741-851+,4,Y,,,
3,SC,1,R/L,+000-711-335-575-413+,5,N,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+400-740-590-017-000+,5,N,,,
1,NV,1,R/L,+034-700+,2,Y,,,
3,SS,1,R/L,+400-740-336-176+,4,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-337+,3,Y,,,
1,PP,1,R/L,+400-740-636-240+,4,Y,,,
3,UC,1,R/L,+700-125+,2,Y,,,
1,UC,1,R/L,]700-390+,2,?,,,
3,UC,1,R/L,+400-740-630-000[,4,N,,,
1,SS,1,R/L,+400-156-435-255+,4,Y,,,
3,SC,1,R/L,+868-705-590+,3,Y,,,
1,UC,1,R/L,+400-156-435-255+,4,Y,,,
3,UC,1,R/L,+868-706-590+,3,Y,,,
1,UC,1,,]590+,1,?,Indefinable,Indefinable,
3,SS,1,R/L,]156-435-255+,3,?,Linear,Unequal,
1,SC,1,R/L,+868-705-590+,3,Y,,,
3,SS,1,R/L,+400-520-231-240+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-817-491+,4,Y,,,
1,UC,1,R/L,]368-817+,2,?,,,
3,UC,1,R/L,]776-495+,2,?,,,
1,UC,1,R/L,]368-817+,2,?,,,
3,UC,1,R/L,]776-495+,2,?,,,
1,UC,1,R/L,+700-034-690-368-817+,5,Y,,,
3,PP,1,R/L,+740-760-240+,3,Y,,,
1,UC,1,R/L,+700-033-900-645-368-817+,6,Y,,,
3,SS,1,R/L,+740-032-840-002+,4,Y,,,
1,SC,1,R/L,+824-892-413+,3,Y,,,
3,PP,1,R/L,+400-740-636-240-031-032-171+,7,Y,,,
1,SC,1,R/L,+824-892-413+,3,Y,,,
3,UC,1,R/L,+151-229+,2,Y,,,
1,UC,1,,+824-000[,2,N,,,
3,UC,1,,]000-235+,2,N,,,
1,SC,1,,+824-852+,2,Y,,,
3,SC,1,,+892-831+,2,Y,,,
1,UC,1,R/L,+869-700-000[,3,N,,,
3,UC,1,R/L,+002-820-000[,3,N,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+002-861-416+,3,Y,,,
1,SC,1,R/L,+220-700-004+,3,Y,,Unequal,
3,PP,1,R/L,+400-740-760-220-416+,5,Y,,Unequal,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+415-033-000+,3,N,,,
1,VN,1,R/L,+700-000+,2,N,,,
3,UC,1,R/L,+000-000-000+,3,N,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-032-059+,4,Y,,,
1,UC,1,R/L,+690-687+,2,Y,,,
3,SS,1,R/L,+400-740-032-027+,4,Y,,,
1,UC,1,R/L,+692-687+,2,Y,,,
3,UC,1,R/L,+400-740-032-000+,4,N,,,
1,UC,1,R/L,+690-687+,2,Y,,,
3,UC,1,R/L,+740-636-240+,3,Y,,,
1,UC,1,,]692[,1,?,Indefinable,Indefinable,
3,NU,1,,]003[,1,?,Indefinable,Indefinable,
1,UC,1,R/L,+861-003+,2,Y,,Unequal,
3,SS,1,R/L,+740-255-061+,3,Y,,Unequal,
1,UC,1,R/L,+861-003+,2,Y,,,
3,UC,1,R/L,+520-031+,2,Y,,,
1,UC,1,R/L,+861-003+,2,Y,,,
3,UC,1,R/L,+520-031+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+740-840-013+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+740-840-013+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+400-740-840-000-220+,5,N,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+368-900+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+368-900+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+368-900+,2,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+740-900-004+,3,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,UC,1,R/L,+000-000-000+,3,N,,,
1,UC,1,,+000-000+,2,N,,,
3,SS,1,L/R,+400-740-176+,3,Y,,,
1,NV,1,L/R,+700-034+,2,Y,,,
3,SS,1,L/R,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+000-033+,2,N,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,NV,1,R/L,+034-700+,2,Y,,,
3,PP,1,L/R,+520-220-415+,3,Y,,,
1,VN,1,L/R,+700-034+,2,Y,,,
3,PP,1,L/R,+520-220-415+,3,Y,,,
1,UC,1,,+110+,1,Y,Indefinable,Indefinable,
3,PP,1,R/L,+520-220-415+,3,Y,,,
1,SC,1,R/L,+590-032-645-003+,4,Y,,,
3,PP,1,R/L,+520-220-415+,3,Y,,,
1,NV,1,L/R,+700-033+,2,Y,,,
3,PP,1,L/R,+520-220-016+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+400-158-592+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,Linear,,
3,SS,1,R/L,+400-158-592+,3,Y,Linear,Unequal,
1,NV,1,R/L,+034-700+,2,Y,,,
3,SS,1,R/L,+400-234+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-234+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-236+,2,Y,,,
1,PP,1,R/L,+400-151-229+,3,Y,,,
3,VN,1,R/L,+700-033+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+151-229+,2,Y,,,
