,class,lines,direction,text,signs,complete,alignment,sign height,images
1,UC,1,,+440+,1,Y,Indefinable,Indefinable,
1,SS,1,R/L,+740-158-806-467+,4,Y,,,
1,UC,1,,+167-706+,2,Y,,,
1,UC,1,,+700+,1,Y,Indefinable,Indefinable,
1,UC,1,,+440+,1,Y,Indefinable,Indefinable,
1,NU,1,,+013+,1,Y,Indefinable,Indefinable,
1,UC,1,,+440+,1,Y,Indefinable,Indefinable,
1,NU,1,,+013+,1,Y,Indefinable,Indefinable,
1,NU,1,,+013+,1,Y,Indefinable,Indefinable,
1,UC,1,,+416+,1,Y,Indefinable,Indefinable,
1,UC,1,,+416+,1,Y,Indefinable,Indefinable,
1,NU,1,,+013+,1,Y,Indefinable,Indefinable,
1,UC,1,,+440+,1,Y,Indefinable,Indefinable,
1,3L,3,,+035/032-001-000/033+,5,N,,,
1,UC,1,,+002-003+,2,Y,,,
1,UC,1,,+700+,1,Y,Indefinable,Indefinable,
1,NV,1,,+032-700+,2,Y,,,
3,UC,1,,+700-000-000+,3,N,,,
5,UC,1,,+000-142-480-000-617+,5,N,,,
1,UC,1,R/L,]000-033[,2,N,,,
3,UC,1,R/L,]740-436-255[,3,?,,,
1,NU,1,R/L,+033-033+,2,Y,,,
3,SC,1,R/L,+400-740-817-175+,4,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+400-740-817-491+,4,Y,,,
1,UC,1,R/L,+740-798-460-000[,4,N,,,
1,UC,1,R/L,+692-368-817+,3,Y,,,
3,UC,1,R/L,+740-032-165-000+,4,N,,,
1,UC,1,,]740[,1,?,Indefinable,Indefinable,
1,UC,1,,]817+,1,?,Indefinable,Indefinable,
3,UC,1,,]690[,1,?,Indefinable,Indefinable,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+740-390-590-240+,4,Y,,,
1,VN,1,L/R,+700-033+,2,Y,,,
3,PP,1,L/R,+740-690-636-240+,4,Y,,,
1,UC,1,,+033-034+,2,Y,,,
1,SP,1,R/L,+804-235-002-817+,4,Y,Linear,Unequal,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+527-550-233+,3,Y,,,
1,SC,1,R/L,+820-595-575-692+,4,Y,Strong linear,Equal,
1,SP,1,R/L,+232-740-176-745-440-617+,6,Y,Linear,Adapted,
1,PP,1,R/L,+740-585-017-002-611-615-703+,7,Y,Linear,Equal,
1,SC,1,R/L,+220-063-051+,3,Y,Strong linear,Equal,
1,LC,1,R/L,+920-706-193-384-032-920-140-902+,8,Y,Strong linear,Equal,
1,SC,1,R/L,+317-890-001-032-776-625+,6,Y,Linear,Adapted,
1,SC,1,R/L,+920-440-692-001-542-250+,6,Y,Strong linear,Equal,
1,LP,1,R/L,+354-001-740-405-590-033-706-002-690-921+,10,Y,Strong linear,Equal,
1,SS,1,R/L,+220-017+,2,Y,Linear,Equal,
1,LC,1,R/L,+820-302-596-018-125-381+,6,Y,Strong linear,Adapted,
1,UC,1,R/L,+000-125-204+,3,N,Linear,Equal,
1,LP,1,R/L,+740-690-435-255-803-220-240-235-002-817+,10,Y,Squeezed,Adapted,
1,PP,1,R/L,+740-760-615-503-002-817+,6,Y,Linear,Equal,
1,SP,1,R/L,+740-772-240-060-415-056+,6,Y,Strong linear,Equal,
1,UC,1,R/L,]000-000-002-817+,4,N,Linear,Equal,
1,SP,1,R/L,+520-233-240-060-201+,5,Y,Linear,Equal,
1,SP,1,R/L,]000-220-032-002-820+,5,N,Linear,Adapted,
1,2L,2,R/L,]000-390-000-003/000-530-820+,7,N,Partly linear,Unequal,
1,LP,1,R/L,+740-176-690-435-255-220-032-806-060-550+,10,Y,Strong linear,Equal,
1,LP,1,R/L,+405-061-527-555-233-235-806-002-817+,9,Y,Strong linear,Equal,
1,LP,1,R/L,+740-920-320-233-806-002-405-321+,8,Y,Strong linear,Equal,
1,MS,1,R/l,+740-100-176-405-019+,5,Y,Strong linear,Equal,
1,MS,1,R/L,+740-626-176-033-705-233+,6,Y,Strong linear,Equal,
1,LP,1,R/L,+740-900-003-806-033-705-235-055+,8,Y,Strong linear,Equal,
1,LP,1,R/L,+740-388-231-240-798-001-820+,7,Y,Linear,Adapted,
1,MS,1,R/L,+154-806-468-001-740-877-760+,7,Y,Linear,Adapted,
1,SC,1,R/L,+595-000-705-634+,4,N,Strong linear,Equal,
1,SC,1,R/L,+595-140-640+,3,Y,Linear,Equal,
1,UC,1,R/L,+740-760-033-706-000-000[,6,N,Linear,Equal,
1,LP,1,R/L,+740-100-415-240-002-365-374-000+,8,N,Linear,Adapted,
1,SS,1,R/L,+740-923+,2,Y,Linear,Equal,
1,UC,1,R/L,+000-000-000-000-920+,5,N,Linear,Indefinable,
1,UC,1,R/L,+679-220-240-803-000[,5,N,Linear,Indefinable,
1,SP,1,R/L,+740-798-220-742-146+,5,Y,Linear,Adapted,
1,SS,1,R/L,+740-531+,2,Y,Linear,Equal,
1,SS,1,R/L,+156-803+,2,Y,Linear,Equal,
1,LP,1,R/L,+740-390-590-231-240-235-745-060-920+,9,Y,Squeezed,Adapted,
1,LP,1,R/L,+740-798-235-001-368-831-165+,7,Y,Linear,Adapted,
1,2L,2,R/L,]000-002-690+,3,N,Indefinable,Indefinable,
1,SP,1,R/L,+740-380-235-002-817+,5,Y,Linear,Unequal,
1,SC,1,R/L,+405-690-032+,3,Y,Linear,Unequal,
1,LP,1,R/L,+520-033-706-235-798-803-002-031-892+,9,Y,Linear,Equal,
1,PP,1,R/L,+090-740-101-002-820+,5,Y,Strong linear,Equal,
1,PP,1,R/L,+740-920-320-235+,4,Y,Strong linear,Equal,
1,SS,1,R/L,+740-752-482+,3,Y,Linear,Equal,
1,PN,1,R/L,+430-003+,2,Y,Linear,Equal,
1,SS,1,R/L,+617-550-003+,3,Y,Strong linear,Equal,
1,SP,1,R/L,+740-406-590-741-406-125+,6,Y,Linear,Equal,
1,SP,1,R/L,+740-639-240-002-861+,5,Y,Linear,Adapted,
1,LP,1,R/L,+740-390-590-125-741-000-000+,7,N,Squeezed,Unequal,
1,SS,1,R/L,+520-033-706+,3,Y,Linear,Unequal,
1,PP,1,R/L,+390-003-368-817+,4,Y,Linear,Equal,
1,PP,1,R/L,+390-004-002-861-125+,5,Y,Partly linear,Adapted,
1,PP,1,R/L,+740-176-060-692+,4,Y,Linear,Unequal,
1,SS,1,R/L,+159-057+,2,Y,Linear,Equal,
1,MS,1,R/L,+158-806-468-740-752-231-235+,7,Y,Linear,Equal,
1,SS,1,R/L,+740-910+,2,Y,Linear,Unequal,
1,2L,2,R/L,+621-740-900-003/002-820+,6,Y,Unordered,Unequal,
1,LP,1,R/L,+740-690-435-255-001-060-201+,7,Y,Linear,Adapted,
1,SS,1,R/L,+740-100-140-003+,4,Y,Strong linear,Equal,
1,SS,1,R/L,+740-100-717+,3,Y,Linear,Equal,
1,PP,1,R/L,+520-070-921-240+,4,Y,Strong linear,Equal,
1,SS,1,R/L,+740-032-028+,3,Y,Linear,Unequal,
1,SC,1,R/L,+617-243-950+,3,Y,Linear,Unequal,
1,SS,1,R/L,+592-031+,2,Y,Linear,Equal,
1,LP,1,R/L,+090-740-220-003-002-390-072+,7,Y,Linear,Adapted,
1,SS,1,R/L,+740-061+,2,Y,Linear,Equal,
1,SS,1,R/L,+390-003-491+,3,Y,Linear,Unequal,
1,SS,1,R/L,+390-016+,2,Y,Linear,Equal,
1,SS,1,R/L,+617-142+,2,Y,Strong linear,Equal,
1,SC,1,R/L,+002-610-125-032+,4,Y,Partly linear,Unequal,
1,SS,1,R/L,+400-740-390-590+,4,Y,Linear,Unequal,
1,LP,1,R/L,+740-100-240-235-741-175-132+,7,Y,Squeezed,Adapted,
1,UC,1,R/L,]000-806-002-575-000+,5,N,Linear,Equal,
1,SS,1,R/L,+740-910+,2,Y,Linear,Equal,
1,LC,1,R/L,+595-820-100-415-741-315-850+,7,Y,Linear,Unequal,
1,SS,1,R/L,+156-003+,2,Y,Linear,Indefinable,
1,UC,1,R/L,+390-017-002-220-455-741+,6,Y,Linear,Unequal,
1,UC,1,R/L,]000-000-692+,3,N,Linear,Indefinable,
1,SP,1,R/L,+520-219-002-817+,4,Y,Linear,Equal,
1,SS,1,R/L,+520-460-031+,3,Y,Linear,Unequal,
1,SS,1,R/L,+740-615-703+,3,Y,Linear,Unequal,
1,SS,1,R/L,+740-032-840-820+,4,Y,Strong linear,Equal,
1,SP,1,R/L,+232-240-741-060-920+,5,Y,Linear,Equal,
1,SC,1,R/L,+521-368-280-192-440+,5,Y,Linear,Equal,
1,SP,1,R/L,+520-070-253-060-692+,5,Y,Partly linear,Unequal,
1,LP,1,R/L,+156-176-518-220-416-002-615+,7,Y,Linear,Equal,
1,UC,1,R/L,+892-700+,2,Y,Linear,Equal,
1,UC,1,,+117+,1,Y,Indefinable,Indefinable,
1,SC,1,R/L,+368-740-870+,3,Y,Linear,Equal,
1,2L,2,,+065-599/798-706-928+,5,Y,Unordered,Unequal,
1,2L,2,R/L,+861-920/520-220-016+,5,Y,Linear,Equal,
1,UC,1,L/R,+400-565+,2,Y,Partly linear,Unequal,
1,UC,1,R/L,+520-031-000-002-000+,5,N,Indefinable,Indefinable,
1,UC,1,,]000-740[,2,N,,,
3,??,1,,]000-000[,2,N,,,
1,UC,1,,]090-000-000[,3,N,,,
1,SC,1,R/L,+748-530-323-316+,4,Y,,,
1,??,1,,+220-000[,2,N,,,
1,UC,1,,+840+,1,Y,Indefinable,Indefinable,
1,SS,1,L/R,+740-760-440+,3,Y,Linear,Unequal,
1,??,1,,+790-000+,2,N,,,
1,UC,1,,+840+,1,Y,Indefinable,Indefinable,
1,PP,1,R/L,+407-016-001-002-861+,5,Y,,,
1,UC,1,,+455+,1,Y,Indefinable,Indefinable,
1,SS,1,R/L,+556-060-550+,3,Y,,,
1,NU,1,,+033+,1,Y,Indefinable,Indefinable,
1,UC,1,R/L,+741-861+,2,Y,Linear,Equal,
3,LP,1,R/L,+740-630-240-741-861+,5,Y,Strong linear,Equal,
1,3L,3,R/L,+097-159/520-033-705/740-717-220-415-806+,10,Y,Linear line-by-line,Equal,
1,LP,1,R/L,+409-061-740-235-220-031-002-861-244-165+,10,Y,Linear,Equal,
1,LP,1,R/L,+409-032-845-033-705-231-806-002-595-812-125-717+,12,Y,Linear,Equal,
1,LP,1,R/L,+740-032-840-233-240-033-706-055-002-595-575-794-000+,13,N,Linear,Equal,
1,MS,1,R/L,+154-806-471-407-845-740-233-231-798+,9,Y,Linear,Equal,
1,LP,1,R/L,+740-554-220-415-798-060-692+,7,Y,Linear,Equal,
1,LP,1,R/L,+740-405-590-220-003-002-861+,7,Y,Linear,Equal,
1,LP,1,R/L,+740-773-231-806-002-861+,6,Y,Linear,Equal,
1,UC,1,R/L,+405-585-033-705-235-000[,6,N,Linear,Equal,
1,LP,1,R/L,+740-443-388-033-705-233-002-817+,8,Y,Linear,Equal,
1,UC,1,R/L,+740-388+,2,Y,Linear,Equal,
1,SC,1,R/L,+368-861-503+,3,Y,Linear,Equal,
1,PP,1,R/L,+740-384-032-002-817+,5,Y,Linear,Equal,
1,LC,1,R/L,+405-032-900-003-070-002-233-235+,8,Y,Linear,Equal,
1,SP,1,R/L,+740-267-811-832-060-692+,6,Y,Linear,Equal,
1,MS,1,R/L,+154-806-469-001-740-877-032+,7,Y,Linear,Equal,
1,SC,1,R/L,+203-892-193+,3,Y,Linear,Equal,
1,UC,1,R/L,]233-798-806-001-922+,5,?,Linear,Equal,
1,SS,1,R/L,+154-806-467-031+,4,Y,Linear,Equal,
1,SS,1,R/L,+740-840-013+,3,Y,Linear,Equal,
1,PP,1,R/L,+520-240-235+,3,Y,Linear,Equal,
1,LP,1,R/L,+405-061-033-706-794-630-220-002-820+,9,Y,Linear,Equal,
1,UC,1,R/L,+063-740-918+,3,Y,Linear,Equal,
1,PP,1,R/L,+407-017-060-193+,4,Y,Linear,Equal,
1,SS,1,R/L,+154-806-468+,3,Y,Linear,Equal,
1,SC,1,R/L,+064-706-140+,3,Y,Linear,Equal,
1,MS,1,R/L,+154-806-467-001-002-817+,6,Y,Linear,Equal,
1,PP,1,R/L,+740-176-001-367-861-216+,6,Y,Linear,Equal,
1,SS,1,R/L,+740-049+,2,Y,Linear,Equal,
1,SS,1,R/L,+154-615-503+,3,Y,Linear,Equal,
1,MS,1,R/L,+154-806-472-001-740-405-590+,7,Y,Linear,Equal,
1,UC,1,,]000-540-000+,3,N,Linear,Equal,
1,AN,1,R/L,+090-017+,2,Y,Linear,Equal,
3,SS,1,R/L,+400-154-806-468+,4,Y,Linear,Equal,
1,??,1,R/L,]820[,1,?,,,
1,SC,1,R/L,]303-353-165-510+,4,?,Linear,Equal,
1,PP,1,R/L,+161-097-002-817+,4,Y,Linear,Equal,
1,SC,1,,+511-630-336-827+,4,Y,,Unequal,
1,PP,1,R/L,+740-176-798-231+,4,Y,,,
1,SC,1,R/L,+712-840-400-740-440+,5,Y,,,
1,SS,1,R/L,+400-740-017-503+,4,Y,,,
1,LC,1,R/L,+167-705-368-005-741-060-920+,7,Y,,,
1,SS,1,R/L,+740-821+,2,Y,,,
1,SP,1,R/L,+700-033-151-706-031-002-817+,7,Y,,,
1,SS,1,R/L,+400-740-717+,3,Y,,,
1,SS,1,R/L,+740-100-176+,3,Y,,,
1,PP,1,R/L,+151-390-590-741-330-368+,6,Y,Linear,Equal,
3,PP,1,R/L,+151-390-590-741-330-368+,6,Y,Linear,Equal,
1,UC,1,R/L,+740-032-840+,3,Y,,,
3,UC,1,R/L,+740-032-840+,3,Y,,,
1,SC,1,R/L,+400-202-892-220-920+,5,Y,,,
1,SC,1,R/L,+400-202-892-220-920+,5,Y,,,
1,UC,1,R/L,+617-142+,2,Y,,,
1,UC,1,R/L,+032-840+,2,Y,,,
1,SS,1,R/L,+400-740-460-495+,4,Y,,,
1,SS,1,R/L,+400-090-740-100-415+,5,Y,,,
1,SS,1,R/L,+400-158-806-470+,4,Y,,,
1,SS,1,R/L,+158-806-465+,3,Y,,,
1,SS,1,R/L,+740-798-460-354+,4,Y,,,
1,UC,1,R/L,+740-798-460-000+,4,N,,,
1,PP,1,R/L,+740-390-590-240+,4,Y,,,
1,UC,1,,+407-590-740-072+,4,Y,,,
3,UC,1,,+032-700-100-001+,4,Y,,,
5,UC,1,,+167-706+,2,Y,,,
1,SS,1,R/L,+142-033+,2,Y,,,
1,SS,1,R/L,+142-033+,2,Y,,,
1,??,1,R/L,+000-000-000-745+,4,N,,,
3,UC,1,R/L,+740-752-482-240+,4,Y,,,
1,??,1,R/L,+000-000-000-745+,4,N,,,
3,UC,1,R/L,+740-752-482-240+,4,Y,,,
1,??,1,R/L,+000-000-000-745+,4,N,,,
3,UC,1,R/L,+740-752-482-240+,4,Y,,,
1,??,1,R/L,]000-745+,2,N,,,
3,UC,1,R/L,+482-240[,2,?,,,
1,PP,1,R/L,+400-740-220-415-798+,5,Y,,,
1,PP,1,R/L,+400-740-405-590-235-806+,6,Y,,,
1,SC,1,R/L,+700-033-711-335-575-413+,6,Y,,,
3,PP,1,R/L,+740-048-741-850+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SC,1,R/L,+740-636-240-204-705-621+,6,Y,,,
1,SS,1,R/L,+400-740-405-590[,4,?,,,
1,SS,1,R/L,+400-158-806-472+,4,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SC,1,R/L,+400-921-690-435-255-055+,6,Y,,,
1,UC,1,,+698+,1,Y,Indefinable,Indefinable,
3,UC,1,R/L,+740-100-176-101+,4,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,UC,1,R/L,+400-740-898-617+,4,Y,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,UC,1,R/L,+400-156-118+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+400-520-400-352+,4,Y,,,
1,VN,1,L/R,+700-032+,2,Y,,,
3,UC,1,L/R,+400-520-400-353+,4,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+400-137+,2,Y,,,
1,VN,1,L/R,+700-033+,2,Y,,,
3,UC,1,L/R,+740-337-484+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+740-337-484+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+740-336-176+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,R/L,+415-035-171+,3,Y,,,
1,UC,1,R/L,]000-176-000[,3,N,,,
1,UC,1,,]850-095-000+,3,N,Linear,Unequal,
1,SS,1,R/L,+400-158-904-736+,4,Y,,,
1,SS,1,R/L,+400-158-904-736+,4,Y,,,
1,SS,1,R/L,+400-158-904-736+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,Linear,Unequal,
3,UC,1,R/L,+400-740-892-617+,4,Y,Partly linear,Unequal,
1,VN,1,R/L,+700-032+,2,Y,,,
3,UC,1,R/L,+520-072-219+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SP,1,R/L,+520-220-240-002-820+,5,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,L/R,+400-740-177-519+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,Unequal,
3,SS,1,R/L,+400-740-176+,3,Y,,Unequal,
1,UC,1,,+000-000-861-000+,4,N,,,
1,SC,1,R/L,+690-368-817+,3,Y,,,
3,SS,1,R/L,+740-032-840-679+,4,Y,,,
1,VN,1,L/R,+700-033+,2,Y,,,
3,SP,1,L/R,+740-636-240-060-692+,5,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,2L,2,R/L,+390/740-500-091+,4,Y,,,
1,PP,1,R/L,+740-904-032-233-803+,5,Y,,,
1,AN,1,R/L,+001-142+,2,Y,,,
1,UC,1,R/L,+400-740-392-000-000-000-000-255-000+,9,N,Circular,,
1,PP,1,R/L,+400-520-233+,3,Y,,,
1,NU,1,,+034+,1,Y,Indefinable,Indefinable,
3,PP,1,R/L,+104-002-820+,3,Y,,,
1,SS,1,R/L,+400-807-740-219+,4,Y,,,
3,VN,1,R/L,+700-033+,2,Y,,,
1,VN,1,R/L,+125-700-033+,3,Y,,,
3,??,1,R/L,+400-804-000-233-240+,5,N,,,
1,UC,1,R/L,+116-032+,2,Y,,,
3,UC,1,R/L,+400-740-335-000+,4,N,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,PP,1,R/L,+400-740-920-320-233-240-798+,7,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,PP,1,R/L,+520-233+,2,Y,,,
1,UC,1,R/L,]000-700+,2,N,,,
3,UC,1,R/L,+740-840-000[,3,N,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,PP,1,R/L,+400-740-100-240+,4,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,UC,1,,]817+,1,?,Indefinable,Indefinable,
1,??,1,R/L,]000-368-692+,3,N,Linear,Equal,
1,LP,1,R/L,+740-585-017-033-706-803-002-220-455-920+,10,Y,Linear,Equal,
1,LP,1,R/L,+740-482-055-220-415-798-803-742-617+,9,Y,Linear,Equal,
1,SC,1,R/L,+595-420-717-745+,4,Y,Strong linear,Equal,
1,LP,1,R/L,+740-585-017-240-002-305-032-904+,8,Y,Linear,Equal,
1,UC,1,R/L,]000-240-002-820+,4,N,Linear,Equal,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,SP,1,R/L,+520-240-002-405-501+,5,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,PP,1,R/L,+740-407-590-690-436-255-920-318-220-415-803+,11,Y,,,
1,UC,1,R/L,+740-382-002[,3,?,,,
3,VN,1,R/L,+700-034+,2,Y,,,
1,UC,1,R/L,+400-090+,2,Y,,,
1,SS,1,L/R,+400-740-760-605+,4,Y,,,
1,SS,1,R/L,+156-003+,2,Y,Indefinable,Indefinable,
1,SS,1,L/R,+740-783-004+,3,Y,,,
1,SS,1,L/R,+740-783-004+,3,Y,,,
1,PP,1,R/L,+400-740-927-000-235+,5,N,,,
1,SS,1,R/L,+002-817+,2,Y,,,
1,SS,1,R/L,+002-817+,2,Y,,,
1,LP,1,R/L,+520-920-320-235-175-000-820+,7,N,Linear,Equal,
1,UC,1,R/L,+511-032+,2,Y,Linear,Equal,
1,VN,1,R/L,+700-033+,2,Y,,,
3,??,1,R/L,+400-740-575-017-920+,5,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SC,1,R/L,+400-151-336-630-706+,5,Y,,,
1,UC,1,R/L,+700-126+,2,Y,,,
3,PP,1,R/L,+400-740-636-240+,4,Y,,,
1,SC,1,L/R,+590-706-868+,3,Y,,,
3,SS,1,L/R,+400-156-435-255+,4,Y,,,
1,SC,1,R/L,+692-368-817+,3,Y,,,
3,SS,1,R/L,+400-740-776-495+,4,Y,,,
1,SC,1,R/L,+824-892-413+,3,Y,,,
3,PP,1,R/L,+400-740-636-240-031-032-171+,7,Y,,,
1,VN,1,R/L,+220-700-004+,3,Y,,,
3,PP,1,R/L,+400-760-740-220-416+,5,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-032-027+,4,Y,,,
1,UC,1,R/L,+690-681+,2,Y,,,
3,??,1,R/L,+740-032-059+,3,Y,,,
1,SS,1,L/R,+003-861+,2,Y,,,
3,UC,1,L/R,+740-255-061+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,UC,1,L/R,+740-032-840+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,UC,1,R/L,+368-900+,2,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,PP,1,R/L,+740-231-003+,3,Y,Linear,Equal,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,L/R,+400-740-178+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-740-176+,3,Y,,,
1,UC,1,,]033+,1,?,Indefinable,Indefinable,
3,UC,1,R/L,+400-740-000[,3,N,,Unequal,
1,VN,1,R/L,+700-034+,2,Y,,,
3,PP,1,R/L,+520-220-415+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,Linear,Equal,
3,UC,1,R/L,+520-240-000+,3,N,,,
1,NV,1,R/L,+032-700+,2,Y,,,
3,PP,1,L/R,+740-690-630-240+,4,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,SS,1,R/L,+400-740-032-028+,4,Y,,,
1,NV,1,R/L,+033-700+,2,Y,,,
3,PP,1,R/L,+740-100-240+,3,Y,,,
1,VN,1,R/L,+700-034+,2,Y,,,
3,SS,1,R/L,+400-156-384-031+,4,Y,,,
1,??,1,R/L,+000-820+,2,N,,,
3,SS,1,R/L,+740-926+,2,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+740-840-013+,3,Y,,,
1,VN,1,R/L,+700-032+,2,Y,,,
3,??,1,R/L,+156-000-000+,3,N,,,
1,UC,1,R/L,+690-004+,2,Y,,,
3,PP,1,R/L,+400-741-717-235+,4,Y,,,
1,VN,1,R/L,+700-033+,2,Y,,,
3,SS,1,R/L,+520-220+,2,Y,,,
1,NU,1,,]032+,1,?,Indefinable,Indefinable,
